회사명,거래소코드,회계년도,자산(*)(IFRS연결),자본(*)(IFRS연결)
(주)에스지엔지,040610,2019/12,1121522424,624307550
(주)에스지엔지,040610,2020/12,331120274,276424749
(주)에스코넥,096630,2011/12,112956928,40296616
(주)에스코넥,096630,2012/12,122521356,50371055
(주)에스코넥,096630,2013/12,157264265,63003255
(주)에스코넥,096630,2014/12,166430389,63372877
(주)에스코넥,096630,2015/12,158937190,67119567
(주)에스코넥,096630,2016/12,178346876,78136534
(주)에스코넥,096630,2017/12,169031564,86974266
(주)에스코넥,096630,2018/12,177107754,101520931
(주)에스코넥,096630,2019/12,162129965,91408509
(주)에스코넥,096630,2020/12,164411760,51833864
(주)에스텍파마,041910,2011/12,,
(주)에스텍파마,041910,2012/12,,
(주)에스텍파마,041910,2013/12,104369538,67958526
(주)에스텍파마,041910,2014/12,114555068,75987822
(주)에스텍파마,041910,2015/12,91363579,72126630
(주)에스텍파마,041910,2016/12,97473231,77423614
(주)에스텍파마,041910,2017/12,96850991,83862650
(주)에스텍파마,041910,2018/12,98344936,89250951
(주)에스텍파마,041910,2019/12,116425611,102720349
(주)에스텍파마,041910,2020/12,123148774,111393280
(주)에스티아이,039440,2011/12,48013888,23958793
(주)에스티아이,039440,2012/12,49150984,27436471
(주)에스티아이,039440,2013/12,59112358,32224122
(주)에스티아이,039440,2014/12,76267902,39549862
(주)에스티아이,039440,2015/12,101705541,50125535
(주)에스티아이,039440,2016/12,144367199,65902765
(주)에스티아이,039440,2017/12,164687148,87057583
(주)에스티아이,039440,2018/12,254794070,152647457
(주)에스티아이,039440,2019/12,265663605,167830130
(주)에스티아이,039440,2020/12,243611653,172545703
(주)에스티오,098660,2011/12,84665635,32605198
(주)에스티오,098660,2012/12,79453859,33600757
(주)에스티오,098660,2013/12,76319515,28291404
(주)에스티오,098660,2014/12,78253392,26877813
(주)에스티오,098660,2015/12,76037540,31136084
(주)에스티오,098660,2016/12,75460359,33858492
(주)에스티오,098660,2017/12,70331254,33661329
(주)에스티오,098660,2018/12,68589039,32979823
(주)에스티오,098660,2019/12,68168878,35125446
(주)에스티오,098660,2020/12,66059958,30423290
(주)에스티큐브,052020,2011/12,15413969,9971977
(주)에스티큐브,052020,2012/12,13711349,8787265
(주)에스티큐브,052020,2013/12,27553328,10922676
(주)에스티큐브,052020,2014/12,31165886,21461253
(주)에스티큐브,052020,2015/12,23364922,20912339
(주)에스티큐브,052020,2016/12,40774788,29239200
(주)에스티큐브,052020,2017/12,26457389,19121060
(주)에스티큐브,052020,2018/12,58615483,38701799
(주)에스티큐브,052020,2019/12,52377928,28815525
(주)에스티큐브,052020,2020/12,50453118,36025624
(주)에스폴리텍,050760,2011/12,106870477,49543755
(주)에스폴리텍,050760,2012/12,109663026,50814225
(주)에스폴리텍,050760,2013/12,104507526,51294839
(주)에스폴리텍,050760,2014/12,99899292,47194521
(주)에스폴리텍,050760,2015/12,98859089,45942106
(주)에스폴리텍,050760,2016/12,105713980,48965674
(주)에스폴리텍,050760,2017/12,108019265,45157632
(주)에스폴리텍,050760,2018/12,103386407,46336989
(주)에스폴리텍,050760,2019/12,109458241,56329548
(주)에스폴리텍,050760,2020/12,123743589,62383006
(주)에스피시스템스,317830,2011/12,,
(주)에스피시스템스,317830,2012/12,,
(주)에스피시스템스,317830,2013/12,,
(주)에스피시스템스,317830,2014/12,,
(주)에스피시스템스,317830,2015/12,,
(주)에스피시스템스,317830,2016/12,,
(주)에스피시스템스,317830,2017/12,,
(주)에스피시스템스,317830,2018/12,48391009,19658972
(주)에스피시스템스,317830,2019/12,59090833,30436123
(주)에스피시스템스,317830,2020/12,52926271,30697355
(주)에스피씨삼립,005610,2011/12,360572786,157523628
(주)에스피씨삼립,005610,2012/12,545770666,177520596
(주)에스피씨삼립,005610,2013/12,554470820,196088015
(주)에스피씨삼립,005610,2014/12,571738945,223561056
(주)에스피씨삼립,005610,2015/12,612875035,253751204
(주)에스피씨삼립,005610,2016/12,674649804,292335920
(주)에스피씨삼립,005610,2017/12,734419791,280023819
(주)에스피씨삼립,005610,2018/12,752266530,313951379
(주)에스피씨삼립,005610,2019/12,1196293066,322737724
(주)에스피씨삼립,005610,2020/12,1181871545,302995316
(주)에스피지,058610,2011/12,119340210,61758223
(주)에스피지,058610,2012/12,122628309,60003004
(주)에스피지,058610,2013/12,130217268,61837831
(주)에스피지,058610,2014/12,147799140,72870720
(주)에스피지,058610,2015/12,157240107,75538409
(주)에스피지,058610,2016/12,246130814,100900333
(주)에스피지,058610,2017/12,246662318,96663862
(주)에스피지,058610,2018/12,275225379,125357475
(주)에스피지,058610,2019/12,275739191,131228918
(주)에스피지,058610,2020/12,288389865,144788840
(주)에쎈테크,043340,2011/12,,
(주)에쎈테크,043340,2012/12,,
(주)에쎈테크,043340,2013/12,,
(주)에쎈테크,043340,2014/12,,
(주)에쎈테크,043340,2015/12,,
(주)에쎈테크,043340,2016/12,,
(주)에쎈테크,043340,2017/12,,
(주)에쎈테크,043340,2018/12,,
(주)에쎈테크,043340,2019/12,,
(주)에쎈테크,043340,2020/12,,
(주)에이디모터스,038120,2011/12,,
(주)에이디칩스,054630,2011/12,22927114,16606622
(주)에이디칩스,054630,2012/12,21173919,13767115
(주)에이디칩스,054630,2013/12,17177870,9479836
(주)에이디칩스,054630,2014/12,13035340,5986303
(주)에이디칩스,054630,2015/12,9436595,5851914
(주)에이디칩스,054630,2016/12,18009648,9758883
(주)에이디칩스,054630,2017/12,,
(주)에이디칩스,054630,2018/12,,
(주)에이디칩스,054630,2019/12,,
(주)에이디칩스,054630,2020/12,,
(주)에이디테크놀로지,200710,2011/12,,
(주)에이디테크놀로지,200710,2012/12,21679697,7190651
(주)에이디테크놀로지,200710,2013/12,22262440,11233533
(주)에이디테크놀로지,200710,2014/12,47412224,37115677
(주)에이디테크놀로지,200710,2015/12,45723337,37948177
(주)에이디테크놀로지,200710,2016/12,48093281,34512917
(주)에이디테크놀로지,200710,2017/12,,
(주)에이디테크놀로지,200710,2018/12,76845127,48853979
(주)에이디테크놀로지,200710,2019/12,110161797,55725495
(주)에이디테크놀로지,200710,2020/12,220316129,148470759
(주)에이루트,096690,2011/12,,
(주)에이루트,096690,2012/12,36814530,32274720
(주)에이루트,096690,2013/12,40810184,35494681
(주)에이루트,096690,2014/12,,
(주)에이루트,096690,2015/12,,
(주)에이루트,096690,2016/12,130429497,72163698
(주)에이루트,096690,2017/12,116428169,69367632
(주)에이루트,096690,2018/12,86441024,68190156
(주)에이루트,096690,2019/12,190315597,89556261
(주)에이루트,096690,2020/12,133477509,93755697
(주)에이블씨엔씨,078520,2011/12,187955123,113472007
(주)에이블씨엔씨,078520,2012/12,235227820,152369431
(주)에이블씨엔씨,078520,2013/12,238805956,168440700
(주)에이블씨엔씨,078520,2014/12,228316962,169584228
(주)에이블씨엔씨,078520,2015/12,250540863,186768354
(주)에이블씨엔씨,078520,2016/12,277859818,198110743
(주)에이블씨엔씨,078520,2017/12,372641584,305002076
(주)에이블씨엔씨,078520,2018/12,388078221,318812892
(주)에이블씨엔씨,078520,2019/12,433270432,256370450
(주)에이블씨엔씨,078520,2020/12,254779587,156803643
(주)에이비프로바이오,195990,2011/12,,
(주)에이비프로바이오,195990,2012/12,49122208,33568807
(주)에이비프로바이오,195990,2013/12,65682161,40680947
(주)에이비프로바이오,195990,2014/12,119406641,66790888
(주)에이비프로바이오,195990,2015/12,137026756,103842749
(주)에이비프로바이오,195990,2016/12,166420844,114227287
(주)에이비프로바이오,195990,2017/12,171929134,102067727
(주)에이비프로바이오,195990,2018/12,176470723,115577803
(주)에이비프로바이오,195990,2019/12,188942135,130908898
(주)에이비프로바이오,195990,2020/12,166028070,138198036
(주)에이스침대,003800,2011/12,288168281,252031773
(주)에이스침대,003800,2012/12,311720872,280395697
(주)에이스침대,003800,2013/12,332892147,305599743
(주)에이스침대,003800,2014/12,351655601,324876718
(주)에이스침대,003800,2015/12,382261937,349889412
(주)에이스침대,003800,2016/12,404681610,370985290
(주)에이스침대,003800,2017/12,425894166,392686285
(주)에이스침대,003800,2018/12,,
(주)에이스침대,003800,2019/12,,
(주)에이스침대,003800,2020/12,575946070,506936321
(주)에이스테크놀로지,088800,2011/12,363763401,123980943
(주)에이스테크놀로지,088800,2012/12,345523644,100506511
(주)에이스테크놀로지,088800,2013/12,367856400,111290462
(주)에이스테크놀로지,088800,2014/12,428316207,124402441
(주)에이스테크놀로지,088800,2015/12,492382630,143458098
(주)에이스테크놀로지,088800,2016/12,433735837,122700518
(주)에이스테크놀로지,088800,2017/12,373477776,67068039
(주)에이스테크놀로지,088800,2018/12,432084800,80927254
(주)에이스테크놀로지,088800,2019/12,380498821,89141277
(주)에이스테크놀로지,088800,2020/12,352970038,71495108
(주)에이스토리,241840,2012/12,,
(주)에이스토리,241840,2013/12,,
(주)에이스토리,241840,2016/12,,
(주)에이스토리,241840,2017/12,,
(주)에이스토리,241840,2018/12,,
(주)에이스토리,241840,2019/12,,
(주)에이스토리,241840,2020/12,,
(주)에이엔피,015260,2011/12,255683632,64252172
(주)에이엔피,015260,2012/12,272978097,73719648
(주)에이엔피,015260,2013/12,270094165,75442448
(주)에이엔피,015260,2014/12,332655332,72940749
(주)에이엔피,015260,2015/12,124186820,58763734
(주)에이엔피,015260,2016/12,130591639,69122245
(주)에이엔피,015260,2017/12,142121848,55508172
(주)에이엔피,015260,2018/12,153373698,67061569
(주)에이엔피,015260,2019/12,132315027,56983678
(주)에이엔피,015260,2020/12,,
(주)에이제이에스,013340,2011/12,,
(주)에이제이에스,013340,2012/12,,
(주)에이제이에스,013340,2013/12,,
(주)에이치비테크놀러지,078150,2011/12,,
(주)에이치비테크놀러지,078150,2012/12,,
(주)에이치비테크놀러지,078150,2013/12,,
(주)에이치비테크놀러지,078150,2014/12,,
(주)에이치비테크놀러지,078150,2015/12,,
(주)에이치비테크놀러지,078150,2016/12,,
(주)에이치비테크놀러지,078150,2017/12,,
(주)에이치비테크놀러지,078150,2018/12,246035426,174552390
(주)에이치비테크놀러지,078150,2019/12,286110809,185301265
(주)에이치비테크놀러지,078150,2020/12,281426235,203275814
(주)에이치시티,072990,2011/12,,
(주)에이치시티,072990,2012/12,,
(주)에이치시티,072990,2013/12,,
(주)에이치시티,072990,2014/12,,
(주)에이치시티,072990,2015/12,35313384,18765704
(주)에이치시티,072990,2016/12,57151084,42964993
(주)에이치시티,072990,2017/12,62766100,42780848
(주)에이치시티,072990,2018/12,70953163,45270516
(주)에이치시티,072990,2019/12,75458915,49749710
(주)에이치시티,072990,2020/12,84577674,58255762
(주)에이치알에스,036640,2011/12,72401533,61908856
(주)에이치알에스,036640,2012/12,73355657,63136756
(주)에이치알에스,036640,2013/12,81484925,64710309
(주)에이치알에스,036640,2014/12,85339541,68294695
(주)에이치알에스,036640,2015/12,88622369,72187868
(주)에이치알에스,036640,2016/12,97304795,74757317
(주)에이치알에스,036640,2017/12,103078258,80436666
(주)에이치알에스,036640,2018/12,103752584,71564435
(주)에이치알에스,036640,2019/12,90079783,73180191
(주)에이치알에스,036640,2020/12,92054245,81179487
(주)에이치앤비디자인,227100,2017/12,14512091,7811892
(주)에이치앤비디자인,227100,2018/12,19908518,15397864
(주)에이치앤비디자인,227100,2019/12,24712438,12233213
(주)에이치앤비디자인,227100,2020/12,22251464,3513903
(주)에이치앤아이,103650,2011/12,,
(주)에이치앤아이,103650,2012/12,,
(주)에이치앤아이,103650,2013/12,,
(주)에이치앤아이,103650,2014/12,,
(주)에이치앤아이,103650,2015/12,,
(주)에이치엘사이언스,239610,2013/12,,
(주)에이치엘사이언스,239610,2014/12,,
(주)에이치엘사이언스,239610,2015/12,17391513,14527818
(주)에이치엘사이언스,239610,2016/12,,
(주)에이치엘사이언스,239610,2017/12,,
(주)에이치엘사이언스,239610,2018/12,,
(주)에이치엘사이언스,239610,2019/12,,
(주)에이치엘사이언스,239610,2020/12,,
(주)에이치와이티씨,148930,2011/12,,
(주)에이치와이티씨,148930,2012/12,,
(주)에이치와이티씨,148930,2013/12,,
(주)에이치와이티씨,148930,2014/12,,
(주)에이치와이티씨,148930,2015/12,,
(주)에이치와이티씨,148930,2016/12,,
(주)에이치와이티씨,148930,2017/12,,
(주)에이치와이티씨,148930,2018/12,,
(주)에이치와이티씨,148930,2019/12,,
(주)에이치와이티씨,148930,2020/12,21689249,9416763
(주)에이치케이,044780,2011/12,54990644,30677883
(주)에이치케이,044780,2012/12,59739593,37098714
(주)에이치케이,044780,2013/12,65517324,41048437
(주)에이치케이,044780,2014/12,79020648,44166427
(주)에이치케이,044780,2015/12,83693809,44155004
(주)에이치케이,044780,2016/12,80774905,45592937
(주)에이치케이,044780,2017/12,81164307,46295165
(주)에이치케이,044780,2018/12,84673207,47854870
(주)에이치케이,044780,2019/12,81423667,48891472
(주)에이치케이,044780,2020/12,82979614,49886886
(주)에이치피에스피,403870,2017/12,,
(주)에이치피에스피,403870,2018/12,,
(주)에이치피에스피,403870,2019/12,,
(주)에이치피에스피,403870,2020/12,,
(주)에이치피오,357230,2014/12,,
(주)에이치피오,357230,2015/12,,
(주)에이치피오,357230,2016/12,,
(주)에이치피오,357230,2017/12,,
(주)에이치피오,357230,2018/12,,
(주)에이치피오,357230,2019/12,,
(주)에이치피오,357230,2020/12,90186019,71174241
(주)에이텍,045660,2011/12,77003133,49078958
(주)에이텍,045660,2012/12,,
(주)에이텍,045660,2013/12,,
(주)에이텍,045660,2014/12,,
(주)에이텍,045660,2015/12,,
(주)에이텍,045660,2016/12,,
(주)에이텍,045660,2017/12,,
(주)에이텍,045660,2018/12,,
(주)에이텍,045660,2019/12,,
(주)에이텍,045660,2020/12,,
(주)에이텍티앤,224110,2015/12,,
(주)에이텍티앤,224110,2016/12,,
(주)에이텍티앤,224110,2017/12,107363600,67232117
(주)에이텍티앤,224110,2018/12,104147602,78977207
(주)에이텍티앤,224110,2019/12,128021358,83282263
(주)에이텍티앤,224110,2020/12,111085972,81084319
(주)에이트원,230980,2016/12,,
(주)에이트원,230980,2017/12,41781273,10992284
(주)에이트원,230980,2018/12,58799883,22544626
(주)에이트원,230980,2019/12,33494934,10897180
(주)에이트원,230980,2020/12,44062085,22669813
(주)에이티세미콘,089530,2011/12,,
(주)에이티세미콘,089530,2012/12,,
(주)에이티세미콘,089530,2013/12,239912342,79897631
(주)에이티세미콘,089530,2014/12,,
(주)에이티세미콘,089530,2015/12,,
(주)에이티세미콘,089530,2016/12,,
(주)에이티세미콘,089530,2017/12,,
(주)에이티세미콘,089530,2018/12,100545397,37022003
(주)에이티세미콘,089530,2019/12,152543768,38332570
(주)에이티세미콘,089530,2020/12,169289806,39017924
(주)에이팩트,200470,2011/12,,
(주)에이팩트,200470,2012/12,,
(주)에이팩트,200470,2013/12,,
(주)에이팩트,200470,2014/12,,
(주)에이팩트,200470,2015/12,,
(주)에이팩트,200470,2016/12,,
(주)에이팩트,200470,2017/12,,
(주)에이팩트,200470,2018/12,,
(주)에이팩트,200470,2019/12,,
(주)에이팩트,200470,2020/12,,
(주)에이프로,262260,2016/12,,
(주)에이프로,262260,2017/12,,
(주)에이프로,262260,2018/12,,
(주)에이프로,262260,2019/12,,
(주)에이프로,262260,2020/12,74145861,58555050
(주)에이프로젠,007460,2011/12,393647071,644828
(주)에이프로젠,007460,2012/12,342377999,-7285759
(주)에이프로젠,007460,2013/12,,
(주)에이프로젠,007460,2014/12,,
(주)에이프로젠,007460,2015/12,,
(주)에이프로젠,007460,2016/12,,
(주)에이프로젠,007460,2017/12,266985697,149556099
(주)에이프로젠,007460,2018/12,395155647,195511563
(주)에이프로젠,007460,2019/12,647173456,517535654
(주)에이프로젠,007460,2020/12,834407954,690139401
(주)에이프로젠헬스케어앤게임즈,109960,2011/12,,
(주)에이프로젠헬스케어앤게임즈,109960,2012/12,,
(주)에이프로젠헬스케어앤게임즈,109960,2013/12,12110160,4402259
(주)에이프로젠헬스케어앤게임즈,109960,2014/12,,
(주)에이프로젠헬스케어앤게임즈,109960,2015/12,,
(주)에이프로젠헬스케어앤게임즈,109960,2016/12,15611982,9198167
(주)에이프로젠헬스케어앤게임즈,109960,2017/12,141748553,114687094
(주)에이프로젠헬스케어앤게임즈,109960,2018/12,237929701,217201777
(주)에이프로젠헬스케어앤게임즈,109960,2019/12,218360723,210147450
(주)에이프로젠헬스케어앤게임즈,109960,2020/12,236889381,231457105
(주)에이프릴바이오,397030,2019/12,,
(주)에이프릴바이오,397030,2020/12,,
(주)에이플러스에셋어드바이저,244920,2011/03,,
(주)에이플러스에셋어드바이저,244920,2012/03,,
(주)에이플러스에셋어드바이저,244920,2013/03,,
(주)에이플러스에셋어드바이저,244920,2014/12,,
(주)에이플러스에셋어드바이저,244920,2015/12,,
(주)에이플러스에셋어드바이저,244920,2016/12,,
(주)에이플러스에셋어드바이저,244920,2017/12,,
(주)에이플러스에셋어드바이저,244920,2018/12,,
(주)에이플러스에셋어드바이저,244920,2019/12,246434764,70363180
(주)에이플러스에셋어드바이저,244920,2020/12,251588388,112169483
(주)에임하이글로벌,043580,2011/12,17415111,16243632
(주)에임하이글로벌,043580,2012/12,19437400,18157232
(주)에임하이글로벌,043580,2013/12,23609743,18797985
(주)에임하이글로벌,043580,2014/12,20736459,17845801
(주)에임하이글로벌,043580,2015/12,20850517,19171993
(주)에임하이글로벌,043580,2016/12,34209217,24972219
(주)에임하이글로벌,043580,2017/12,151395168,142625932
(주)에치에프알,230240,2015/12,,
(주)에치에프알,230240,2016/12,,
(주)에치에프알,230240,2017/12,,
(주)에치에프알,230240,2018/12,128087701,79937987
(주)에치에프알,230240,2019/12,136530378,81692557
(주)에치에프알,230240,2020/12,142918654,74048103
(주)에코마케팅,230360,2013/12,,
(주)에코마케팅,230360,2014/12,26257576,16160708
(주)에코마케팅,230360,2015/12,38452891,25545216
(주)에코마케팅,230360,2016/12,79886625,69535380
(주)에코마케팅,230360,2017/12,93125343,72105294
(주)에코마케팅,230360,2018/12,117361369,87878836
(주)에코마케팅,230360,2019/12,139596964,109441835
(주)에코마케팅,230360,2020/12,195020171,149275834
(주)에코프로,086520,2011/12,,
(주)에코프로,086520,2012/12,,
(주)에코프로,086520,2013/12,,
(주)에코프로,086520,2014/12,,
(주)에코프로,086520,2015/12,,
(주)에코프로,086520,2016/12,346356774,173681701
(주)에코프로,086520,2017/12,448145544,184404786
(주)에코프로,086520,2018/12,667514759,231861256
(주)에코프로,086520,2019/12,927834885,446980970
(주)에코프로,086520,2020/12,1283164845,588714093
(주)에코프로비엠,247540,2016/12,,
(주)에코프로비엠,247540,2017/12,,
(주)에코프로비엠,247540,2018/12,,
(주)에코프로비엠,247540,2019/12,,
(주)에코프로비엠,247540,2020/12,798986125,467317624
(주)에프알텍,073540,2011/12,,
(주)에프알텍,073540,2012/12,,
(주)에프알텍,073540,2013/12,,
(주)에프알텍,073540,2014/12,51905567,41170243
(주)에프알텍,073540,2015/12,62194043,41395001
(주)에프알텍,073540,2016/12,52861917,37277240
(주)에프알텍,073540,2017/12,60837367,34487080
(주)에프알텍,073540,2018/12,56219782,32965830
(주)에프알텍,073540,2019/12,60056996,31263958
(주)에프알텍,073540,2020/12,57974750,27533119
(주)에프앤가이드,064850,2011/12,,
(주)에프앤가이드,064850,2012/12,,
(주)에프앤가이드,064850,2013/12,,
(주)에프앤가이드,064850,2014/12,,
(주)에프앤가이드,064850,2015/12,,
(주)에프앤가이드,064850,2016/12,,
(주)에프앤가이드,064850,2017/12,,
(주)에프앤가이드,064850,2018/12,,
(주)에프앤가이드,064850,2019/12,54228818,34179728
(주)에프앤가이드,064850,2020/12,,
(주)에프앤리퍼블릭,064090,2011/12,23737288,8835715
(주)에프앤리퍼블릭,064090,2012/12,20118347,8872529
(주)에프앤리퍼블릭,064090,2013/12,18226304,6825426
(주)에프앤리퍼블릭,064090,2014/12,,
(주)에프앤리퍼블릭,064090,2015/12,28574774,13384041
(주)에프앤리퍼블릭,064090,2016/12,20395112,10022581
(주)에프앤리퍼블릭,064090,2017/12,100752645,46003825
(주)에프앤리퍼블릭,064090,2018/12,151707133,61934348
(주)에프앤리퍼블릭,064090,2019/12,86585036,27890083
(주)에프앤리퍼블릭,064090,2020/12,42282606,10081215
(주)에프앤에프홀딩스,007700,2011/12,199711119,164919175
(주)에프앤에프홀딩스,007700,2012/12,212315399,170676876
(주)에프앤에프홀딩스,007700,2013/12,277792560,177507518
(주)에프앤에프홀딩스,007700,2014/12,322662218,189525032
(주)에프앤에프홀딩스,007700,2015/12,333443952,199638917
(주)에프앤에프홀딩스,007700,2016/12,305575468,226705516
(주)에프앤에프홀딩스,007700,2017/12,400094845,295955407
(주)에프앤에프홀딩스,007700,2018/12,495832732,394790392
(주)에프앤에프홀딩스,007700,2019/12,684437158,483731960
(주)에프앤에프홀딩스,007700,2020/12,817829021,551723622
(주)에프에스엔,214270,2015/12,,
(주)에프에스엔,214270,2016/12,28457502,22463567
(주)에프에스엔,214270,2017/12,37993333,23834074
(주)에프에스엔,214270,2018/12,189631623,43593771
(주)에프에스엔,214270,2019/12,196990249,67299998
(주)에프에스엔,214270,2020/12,212888657,76033777
(주)에프에스티,036810,2011/12,,
(주)에프에스티,036810,2012/12,,
(주)에프에스티,036810,2013/12,95460147,42564073
(주)에프에스티,036810,2014/12,93282952,46385966
(주)에프에스티,036810,2015/12,109373768,54184486
(주)에프에스티,036810,2016/12,128227088,59421036
(주)에프에스티,036810,2017/12,134204943,79582519
(주)에프에스티,036810,2018/12,141867686,95536412
(주)에프에스티,036810,2019/12,181134486,113154369
(주)에프에스티,036810,2020/12,224226234,133875556
(주)에프엔씨엔터테인먼트,173940,2011/12,,
(주)에프엔씨엔터테인먼트,173940,2012/12,25763724,5275453
(주)에프엔씨엔터테인먼트,173940,2013/12,29849213,9891424
(주)에프엔씨엔터테인먼트,173940,2014/12,76379789,55861966
(주)에프엔씨엔터테인먼트,173940,2015/12,110111615,86611960
(주)에프엔씨엔터테인먼트,173940,2016/12,134050054,106143595
(주)에프엔씨엔터테인먼트,173940,2017/12,123872017,97129054
(주)에프엔씨엔터테인먼트,173940,2018/12,84364232,65549021
(주)에프엔씨엔터테인먼트,173940,2019/12,115339954,66901642
(주)에프엔씨엔터테인먼트,173940,2020/12,131962462,59020227
(주)에프티이앤이,065160,2011/12,106946114,61745063
(주)에프티이앤이,065160,2012/12,112557886,52019097
(주)에프티이앤이,065160,2013/12,117546518,57331414
(주)에프티이앤이,065160,2014/12,102319678,40801118
(주)에프티이앤이,065160,2015/12,80212415,34626496
(주)에프티이앤이,065160,2016/12,103243089,50351648
(주)에프티이앤이,065160,2017/12,116684579,77772116
(주)에프티이앤이,065160,2018/12,63065739,21720404
(주)에피밸리,068630,2011/12,,
(주)엑사이엔씨,054940,2011/12,115814997,51913625
(주)엑사이엔씨,054940,2012/12,101135001,49224733
(주)엑사이엔씨,054940,2013/12,95092837,47675750
(주)엑사이엔씨,054940,2014/12,110074365,63577650
(주)엑사이엔씨,054940,2015/12,113080346,68792721
(주)엑사이엔씨,054940,2016/12,129431200,71984529
(주)엑사이엔씨,054940,2017/12,142570221,66327709
(주)엑사이엔씨,054940,2018/12,125384299,60742131
(주)엑사이엔씨,054940,2019/12,143107906,61279391
(주)엑사이엔씨,054940,2020/12,162311075,69846805
(주)엑세스바이오인코퍼레이션,950130,2012/12,29091369,21707164
(주)엑세스바이오인코퍼레이션,950130,2013/12,59189994,50196969
(주)엑세스바이오인코퍼레이션,950130,2014/12,78933427,68583949
(주)엑세스바이오인코퍼레이션,950130,2015/12,81121027,76882330
(주)엑세스바이오인코퍼레이션,950130,2016/12,110244429,69661000
(주)엑세스바이오인코퍼레이션,950130,2017/12,93376260,54090036
(주)엑세스바이오인코퍼레이션,950130,2018/12,94840028,43414584
(주)엑세스바이오인코퍼레이션,950130,2019/12,69730399,27900017
(주)엑세스바이오인코퍼레이션,950130,2020/12,170184240,86680796
(주)엑셈,205100,2014/12,,
(주)엑셈,205100,2015/12,37299037,29721636
(주)엑셈,205100,2016/12,55098712,32750106
(주)엑셈,205100,2017/12,61720037,48550587
(주)엑셈,205100,2018/12,77768734,64819253
(주)엑셈,205100,2019/12,86036975,71836354
(주)엑셈,205100,2020/12,94382155,80563050
(주)엑시콘,092870,2011/12,43952861,24586921
(주)엑시콘,092870,2012/12,52431318,30613132
(주)엑시콘,092870,2013/12,62755087,33685927
(주)엑시콘,092870,2014/12,67070567,39551088
(주)엑시콘,092870,2015/12,90135933,65558674
(주)엑시콘,092870,2016/12,94550122,70144931
(주)엑시콘,092870,2017/12,91402727,75452361
(주)엑시콘,092870,2018/12,107801498,80571200
(주)엑시콘,092870,2019/12,103959650,74888412
(주)엑시콘,092870,2020/12,117616275,98144993
(주)엑큐리스,048460,2011/12,49498674,22275906
(주)엔바이오니아,317870,2012/12,,
(주)엔바이오니아,317870,2013/12,,
(주)엔바이오니아,317870,2014/12,,
(주)엔바이오니아,317870,2015/12,,
(주)엔바이오니아,317870,2016/12,,
(주)엔바이오니아,317870,2017/12,,
(주)엔바이오니아,317870,2018/12,,
(주)엔바이오니아,317870,2019/12,,
(주)엔바이오니아,317870,2020/12,,
(주)엔비티,236810,2014/12,,
(주)엔비티,236810,2015/12,,
(주)엔비티,236810,2016/12,,
(주)엔비티,236810,2017/12,,
(주)엔비티,236810,2018/12,22885717,-9598644
(주)엔비티,236810,2019/12,27349718,-8813607
(주)엔비티,236810,2020/12,30403340,19175671
(주)엔스퍼트,098400,2011/12,,
(주)엔시스,333620,2017/12,,
(주)엔시스,333620,2018/12,,
(주)엔시스,333620,2019/12,,
(주)엔시스,333620,2020/12,27837419,14882444
(주)엔씨소프트,036570,2011/12,1113431660,868463480
(주)엔씨소프트,036570,2012/12,1316825985,1020563562
(주)엔씨소프트,036570,2013/12,1479521682,1158763181
(주)엔씨소프트,036570,2014/12,1698826128,1375594614
(주)엔씨소프트,036570,2015/12,2219197320,1788935273
(주)엔씨소프트,036570,2016/12,2360802862,1895507788
(주)엔씨소프트,036570,2017/12,3526567161,2729239300
(주)엔씨소프트,036570,2018/12,2941278714,2378971405
(주)엔씨소프트,036570,2019/12,3346377400,2512165431
(주)엔씨소프트,036570,2020/12,4081208897,3144687233
(주)엔아이스틸,008260,2011/12,,
(주)엔아이스틸,008260,2012/12,,
(주)엔아이스틸,008260,2013/12,,
(주)엔아이스틸,008260,2014/12,,
(주)엔아이스틸,008260,2015/12,,
(주)엔아이스틸,008260,2016/12,,
(주)엔아이스틸,008260,2017/12,,
(주)엔아이스틸,008260,2018/12,,
(주)엔아이스틸,008260,2019/12,,
(주)엔아이스틸,008260,2020/12,,
(주)엔에스,217820,2013/12,,
(주)엔에스,217820,2014/12,,
(주)엔에스,217820,2015/12,,
(주)엔에스,217820,2016/12,33657850,23440374
(주)엔에스,217820,2017/12,61887233,23860980
(주)엔에스,217820,2018/12,73013623,27146217
(주)엔에스,217820,2019/12,107444751,32220976
(주)엔에스,217820,2020/12,95614580,40754982
(주)엔에스브이,095300,2011/12,,
(주)엔에스브이,095300,2012/12,,
(주)엔에스브이,095300,2013/12,,
(주)엔에스브이,095300,2014/12,,
(주)엔에스브이,095300,2015/12,38369792,13640527
(주)엔에스브이,095300,2016/12,,
(주)엔에스엔,031860,2011/12,171106458,113409111
(주)엔에스엔,031860,2012/12,196245161,102589603
(주)엔에스엔,031860,2013/12,35500289,24500462
(주)엔에스엔,031860,2014/12,38088786,29516953
(주)엔에스엔,031860,2015/12,39203012,23858888
(주)엔에스엔,031860,2016/12,45472371,23576458
(주)엔에스엔,031860,2017/12,32562511,20426598
(주)엔에스엔,031860,2018/12,30673405,17305055
(주)엔에스엔,031860,2019/12,68332140,22782661
(주)엔에스엔,031860,2020/12,61223545,49733679
