회사명,거래소코드,회계년도,자산(*)(IFRS),자본(*)(IFRS)
(주)듀오백,073190,2019/12,31552159,27314797
(주)듀오백,073190,2020/12,34405494,27998139
(주)드래곤플라이,030350,2011/12,118074660,84018857
(주)드래곤플라이,030350,2012/12,128001615,74754043
(주)드래곤플라이,030350,2013/12,90869736,34441713
(주)드래곤플라이,030350,2014/12,78936061,29990450
(주)드래곤플라이,030350,2015/12,62828108,22998485
(주)드래곤플라이,030350,2016/12,67353254,31723850
(주)드래곤플라이,030350,2017/12,50306246,21512813
(주)드래곤플라이,030350,2018/12,19895923,18103755
(주)드래곤플라이,030350,2019/12,15028635,12554131
(주)드래곤플라이,030350,2020/12,20622374,7126505
(주)드림시큐리티,203650,2014/12,,
(주)드림시큐리티,203650,2015/12,,
(주)드림시큐리티,203650,2016/12,,
(주)드림시큐리티,203650,2017/12,21837665,18932598
(주)드림시큐리티,203650,2018/12,24698314,22773404
(주)드림시큐리티,203650,2019/12,77356759,62203461
(주)드림시큐리티,203650,2020/12,79768674,64202393
(주)드림씨아이에스,223250,2011/12,,
(주)드림씨아이에스,223250,2012/12,,
(주)드림씨아이에스,223250,2013/12,,
(주)드림씨아이에스,223250,2014/12,15503285,10172591
(주)드림씨아이에스,223250,2015/12,15064193,8785232
(주)드림씨아이에스,223250,2016/12,14145470,3940622
(주)드림씨아이에스,223250,2017/12,13542500,2820854
(주)드림씨아이에스,223250,2018/12,17685996,6505192
(주)드림씨아이에스,223250,2019/12,25020549,10748777
(주)드림씨아이에스,223250,2020/12,48623861,36488492
(주)드림어스컴퍼니,060570,2011/12,96340576,52699311
(주)드림어스컴퍼니,060570,2012/12,49935187,25002480
(주)드림어스컴퍼니,060570,2013/12,36326448,20564017
(주)드림어스컴퍼니,060570,2014/12,65252246,49239675
(주)드림어스컴퍼니,060570,2015/12,65405240,50447072
(주)드림어스컴퍼니,060570,2016/12,54063168,40598642
(주)드림어스컴퍼니,060570,2017/12,132080078,117864874
(주)드림어스컴퍼니,060570,2018/12,200063358,165599089
(주)드림어스컴퍼니,060570,2019/12,164361525,114560799
(주)드림어스컴퍼니,060570,2020/12,171930649,96598051
(주)드림텍,192650,2011/12,112288795,52496320
(주)드림텍,192650,2012/12,150924188,79474785
(주)드림텍,192650,2013/12,200475426,108848378
(주)드림텍,192650,2014/12,176227222,102517683
(주)드림텍,192650,2015/12,218438610,87528796
(주)드림텍,192650,2016/12,228989745,88692256
(주)드림텍,192650,2017/12,216741529,99574504
(주)드림텍,192650,2018/12,195889565,109530255
(주)드림텍,192650,2019/12,257511541,170159101
(주)드림텍,192650,2020/12,280387138,204161932
(주)드림티엔터테인먼트,220110,2014/12,3775062,1899240
(주)드림티엔터테인먼트,220110,2015/12,17581978,3813517
(주)드림티엔터테인먼트,220110,2016/12,11332909,7728913
(주)드림티엔터테인먼트,220110,2017/12,8743920,6722977
(주)드림티엔터테인먼트,220110,2018/12,6099926,481400
(주)드림티엔터테인먼트,220110,2019/12,2604721,1512541
(주)디딤,217620,2015/12,,
(주)디딤,217620,2016/12,,
(주)디딤,217620,2017/12,53913043,31682465
(주)디딤,217620,2018/12,63314495,34182038
(주)디딤,217620,2019/12,111113819,34835290
(주)디딤,217620,2020/12,82903636,5275088
(주)디모아,016670,2011/12,28327024,17868197
(주)디모아,016670,2012/12,37829435,26255194
(주)디모아,016670,2013/12,47508663,31386741
(주)디모아,016670,2014/12,59397023,42847246
(주)디모아,016670,2015/12,59869670,47607409
(주)디모아,016670,2016/12,66490368,55400193
(주)디모아,016670,2017/12,69440308,54570018
(주)디모아,016670,2018/12,67553811,55037638
(주)디모아,016670,2019/12,61389633,45804918
(주)디모아,016670,2020/12,79341488,37842356
(주)디바이스이엔지,187870,2011/12,,
(주)디바이스이엔지,187870,2012/12,,
(주)디바이스이엔지,187870,2013/12,,
(주)디바이스이엔지,187870,2014/12,,
(주)디바이스이엔지,187870,2015/12,46944831,21470189
(주)디바이스이엔지,187870,2016/12,83496361,25897641
(주)디바이스이엔지,187870,2017/12,79756898,48913538
(주)디바이스이엔지,187870,2018/12,74549363,60790641
(주)디바이스이엔지,187870,2019/12,107991965,63535155
(주)디바이스이엔지,187870,2020/12,157523352,98811721
(주)디비아이엔씨,012030,2011/12,664749627,240375076
(주)디비아이엔씨,012030,2012/12,671558435,278242377
(주)디비아이엔씨,012030,2013/12,654682413,259512227
(주)디비아이엔씨,012030,2014/12,359439139,110165913
(주)디비아이엔씨,012030,2015/12,276075787,165830230
(주)디비아이엔씨,012030,2016/12,214971054,151547472
(주)디비아이엔씨,012030,2017/12,193518033,139500792
(주)디비아이엔씨,012030,2018/12,288195834,147925312
(주)디비아이엔씨,012030,2019/12,372989588,232131897
(주)디비아이엔씨,012030,2020/12,484253805,334067157
(주)디스플레이테크,066670,2011/12,130035398,73201343
(주)디스플레이테크,066670,2012/12,183976284,89423491
(주)디스플레이테크,066670,2013/12,304073877,114616133
(주)디스플레이테크,066670,2014/12,266110759,129910145
(주)디스플레이테크,066670,2015/12,198212543,142287916
(주)디스플레이테크,066670,2016/12,180278673,144464005
(주)디스플레이테크,066670,2017/12,166844088,148364566
(주)디스플레이테크,066670,2018/12,172266882,149051259
(주)디스플레이테크,066670,2019/12,167971201,149646271
(주)디스플레이테크,066670,2020/12,166633939,151442900
(주)디아이,003160,2011/12,141656545,103937294
(주)디아이,003160,2012/12,149804529,106466000
(주)디아이,003160,2013/12,153412329,108319411
(주)디아이,003160,2014/12,153313187,107453711
(주)디아이,003160,2015/12,143777580,105305302
(주)디아이,003160,2016/12,148363889,101657589
(주)디아이,003160,2017/12,161795318,114156034
(주)디아이,003160,2018/12,159491494,112099889
(주)디아이,003160,2019/12,175313891,114379766
(주)디아이,003160,2020/12,177187412,108563119
(주)디아이디,074130,2011/12,159764210,51058761
(주)디아이디,074130,2012/12,176782186,58871692
(주)디아이디,074130,2013/12,118620711,15871417
(주)디아이디,074130,2014/12,92350985,-6719223
(주)디아이씨,092200,2011/12,397603188,136383568
(주)디아이씨,092200,2012/12,424232003,139680713
(주)디아이씨,092200,2013/12,431021443,144541724
(주)디아이씨,092200,2014/12,434517320,137790653
(주)디아이씨,092200,2015/12,450148181,146725305
(주)디아이씨,092200,2016/12,494590435,164617092
(주)디아이씨,092200,2017/12,538773509,146505735
(주)디아이씨,092200,2018/12,542793333,147058892
(주)디아이씨,092200,2019/12,502680802,115706670
(주)디아이씨,092200,2020/12,382666782,7640727
(주)디아크,078590,2011/12,14997453,6032007
(주)디아크,078590,2012/12,16765329,6879398
(주)디아크,078590,2013/12,15246905,5960142
(주)디아크,078590,2014/12,16708694,7101297
(주)디아크,078590,2015/12,18875607,11981488
(주)디아크,078590,2016/12,21553844,14296275
(주)디아크,078590,2017/12,27530067,17315219
(주)디아크,078590,2018/12,63709884,25977236
(주)디아크,078590,2019/12,64605288,24079947
(주)디아크,078590,2020/12,470374970,112485095
(주)디알비동일,004840,2011/12,393174353,208836865
(주)디알비동일,004840,2012/12,223432593,123862484
(주)디알비동일,004840,2013/12,254574210,176634111
(주)디알비동일,004840,2014/12,258996213,185162463
(주)디알비동일,004840,2015/12,262548810,194277806
(주)디알비동일,004840,2016/12,273155471,202823779
(주)디알비동일,004840,2017/12,272812298,210836699
(주)디알비동일,004840,2018/12,274239860,215187164
(주)디알비동일,004840,2019/12,278587627,218737987
(주)디알비동일,004840,2020/12,328532867,218589776
(주)디알젬,263690,2012/12,,
(주)디알젬,263690,2013/12,,
(주)디알젬,263690,2014/12,,
(주)디알젬,263690,2015/12,,
(주)디알젬,263690,2016/12,27891235,9640340
(주)디알젬,263690,2017/12,34624300,15904948
(주)디알젬,263690,2018/12,46674657,29057454
(주)디알젬,263690,2019/12,63489548,33151802
(주)디알젬,263690,2020/12,73104660,53021639
(주)디알텍,214680,2015/12,,
(주)디알텍,214680,2016/12,38043113,27725809
(주)디알텍,214680,2017/12,43378522,26781474
(주)디알텍,214680,2018/12,49653053,32033861
(주)디알텍,214680,2019/12,71560870,38714031
(주)디알텍,214680,2020/12,90155734,36739291
(주)디앤씨미디어,263720,2016/12,9632401,6768874
(주)디앤씨미디어,263720,2017/12,35747220,31975445
(주)디앤씨미디어,263720,2018/12,43768673,37171702
(주)디앤씨미디어,263720,2019/12,52879947,41854377
(주)디앤씨미디어,263720,2020/12,62870110,52149916
(주)디어유,376300,2020/12,13657455,-2268334
(주)디에스,051710,2011/12,277905605,20406105
(주)디에스,051710,2012/12,125169906,14766899
(주)디에스앤엘,141020,2011/12,26966523,11005818
(주)디에스앤엘,141020,2012/12,31058586,14761681
(주)디에스앤엘,141020,2013/12,27306648,14650598
(주)디에스앤엘,141020,2014/12,34770399,23373668
(주)디에스앤엘,141020,2015/12,33000007,12522512
(주)디에스앤엘,141020,2016/12,28400863,6290842
(주)디에스앤엘,141020,2017/12,35474508,30453850
(주)디에스앤엘,141020,2018/12,74234227,33228936
(주)디에스앤엘,141020,2019/12,19012926,-13797060
(주)디에스앤엘,141020,2020/12,491650,-19436088
(주)디에스케이,109740,2011/12,40686370,28293191
(주)디에스케이,109740,2012/12,36927565,27309877
(주)디에스케이,109740,2013/12,36221923,30448918
(주)디에스케이,109740,2014/12,46067114,32223923
(주)디에스케이,109740,2015/12,54519680,40805983
(주)디에스케이,109740,2016/12,112787890,50310324
(주)디에스케이,109740,2017/12,153376217,76003673
(주)디에스케이,109740,2018/12,144853007,100422463
(주)디에스케이,109740,2019/12,148458560,110528496
(주)디에스케이,109740,2020/12,142651601,102928635
(주)디에이치패션,045260,2011/12,32937166,31585561
(주)디에이테크놀로지,196490,2011/12,,
(주)디에이테크놀로지,196490,2012/12,,
(주)디에이테크놀로지,196490,2013/12,22395953,9361139
(주)디에이테크놀로지,196490,2014/12,34498114,27726876
(주)디에이테크놀로지,196490,2015/12,46714476,29985944
(주)디에이테크놀로지,196490,2016/12,73635301,35407725
(주)디에이테크놀로지,196490,2017/12,91963115,43077817
(주)디에이테크놀로지,196490,2018/12,157208549,76470492
(주)디에이테크놀로지,196490,2019/12,123800679,65459977
(주)디에이테크놀로지,196490,2020/12,118517926,97254368
(주)디에이피,066900,2011/12,199470810,54960916
(주)디에이피,066900,2012/12,219424832,68591896
(주)디에이피,066900,2013/12,228830608,83439324
(주)디에이피,066900,2014/12,284054336,79617850
(주)디에이피,066900,2015/12,251564237,87347960
(주)디에이피,066900,2016/12,238950607,89527838
(주)디에이피,066900,2017/12,229912365,95249647
(주)디에이피,066900,2018/12,219431626,102855496
(주)디에이피,066900,2019/12,225787010,100606888
(주)디에이피,066900,2020/12,223460259,104718300
(주)디엔에이링크,127120,2011/12,20492074,11518533
(주)디엔에이링크,127120,2012/12,30033774,17700668
(주)디엔에이링크,127120,2013/12,22407078,10959471
(주)디엔에이링크,127120,2014/12,20476534,7732075
(주)디엔에이링크,127120,2015/12,33861859,12429446
(주)디엔에이링크,127120,2016/12,24845576,963455
(주)디엔에이링크,127120,2017/12,24992396,23514607
(주)디엔에이링크,127120,2018/12,34747561,19438050
(주)디엔에이링크,127120,2019/12,24516852,8907110
(주)디엔에이링크,127120,2020/12,50945816,36454621
(주)디엔에프,092070,2011/12,55141714,29149655
(주)디엔에프,092070,2012/12,68347769,30537112
(주)디엔에프,092070,2013/12,57790425,17323010
(주)디엔에프,092070,2014/12,67661039,42682625
(주)디엔에프,092070,2015/12,79447690,60702903
(주)디엔에프,092070,2016/12,93855379,71140482
(주)디엔에프,092070,2017/12,102224630,81491387
(주)디엔에프,092070,2018/12,115553080,90070186
(주)디엔에프,092070,2019/12,110119296,90269095
(주)디엔에프,092070,2020/12,130080843,114503498
(주)디엔오토모티브,007340,2011/12,598676699,450091679
(주)디엔오토모티브,007340,2012/12,576754932,483185160
(주)디엔오토모티브,007340,2013/12,619850775,509936901
(주)디엔오토모티브,007340,2014/12,618327464,533105628
(주)디엔오토모티브,007340,2015/12,641585975,560356583
(주)디엔오토모티브,007340,2016/12,663744957,578734268
(주)디엔오토모티브,007340,2017/12,289464247,268226212
(주)디엔오토모티브,007340,2018/12,357756951,332652362
(주)디엔오토모티브,007340,2019/12,360913696,335658787
(주)디엔오토모티브,007340,2020/12,364904248,336590014
(주)디엠에스,068790,2011/12,378853702,162203252
(주)디엠에스,068790,2012/12,272082817,112468743
(주)디엠에스,068790,2013/12,275054652,114235181
(주)디엠에스,068790,2014/12,220374639,74726666
(주)디엠에스,068790,2015/12,259003996,105800959
(주)디엠에스,068790,2016/12,272128823,127206008
(주)디엠에스,068790,2017/12,279263248,134077674
(주)디엠에스,068790,2018/12,315609965,150609106
(주)디엠에스,068790,2019/12,298807052,156506382
(주)디엠에스,068790,2020/12,369359243,210625537
(주)디오,039840,2011/12,111209461,51256065
(주)디오,039840,2012/12,101620701,44691621
(주)디오,039840,2013/12,104665584,38872443
(주)디오,039840,2014/12,117123113,43765164
(주)디오,039840,2015/12,119107829,77907599
(주)디오,039840,2016/12,141500427,106652549
(주)디오,039840,2017/12,168212064,121855640
(주)디오,039840,2018/12,199605860,119961458
(주)디오,039840,2019/12,240173065,138661816
(주)디오,039840,2020/12,278392045,154921157
(주)디와이디,219550,2015/12,,
(주)디와이디,219550,2016/12,,
(주)디와이디,219550,2017/12,44552922,38466157
(주)디와이디,219550,2018/12,32003160,29333596
(주)디와이디,219550,2019/12,50541095,29468835
(주)디와이디,219550,2020/12,21166135,17679735
(주)디이엔티,079810,2011/12,32536666,25482924
(주)디이엔티,079810,2012/12,31971403,26389304
(주)디이엔티,079810,2013/12,28940330,24684754
(주)디이엔티,079810,2014/12,25356149,22318192
(주)디이엔티,079810,2015/12,41173748,25844956
(주)디이엔티,079810,2016/12,57236122,20531670
(주)디이엔티,079810,2017/12,72592259,27623887
(주)디이엔티,079810,2018/12,59770841,17457480
(주)디이엔티,079810,2019/12,45872808,18039857
(주)디이엔티,079810,2020/12,52020483,25615007
(주)디지아이,043360,2011/12,58848624,52127186
(주)디지아이,043360,2012/12,60169523,52550625
(주)디지아이,043360,2013/12,56859808,50755411
(주)디지아이,043360,2014/12,56419306,51993912
(주)디지아이,043360,2015/12,56331544,51242459
(주)디지아이,043360,2016/12,52581072,48566917
(주)디지아이,043360,2017/12,52592359,48694461
(주)디지아이,043360,2018/12,51376874,47419342
(주)디지아이,043360,2019/12,48781971,45578934
(주)디지아이,043360,2020/12,51313837,46284848
(주)디지캡,197140,2012/12,,
(주)디지캡,197140,2013/12,,
(주)디지캡,197140,2014/12,15762892,11292518
(주)디지캡,197140,2015/12,12414450,8684648
(주)디지캡,197140,2016/12,17127361,9532638
(주)디지캡,197140,2017/12,29387150,16037131
(주)디지캡,197140,2018/12,36931541,24907662
(주)디지캡,197140,2019/12,44358090,28813580
(주)디지캡,197140,2020/12,47233275,32948724
(주)디지털대성,068930,2011/12,55244445,47496796
(주)디지털대성,068930,2012/12,59526397,51159436
(주)디지털대성,068930,2013/12,60604564,54608034
(주)디지털대성,068930,2014/12,67365183,58170978
(주)디지털대성,068930,2015/12,69231483,59877160
(주)디지털대성,068930,2016/12,71923766,61785952
(주)디지털대성,068930,2017/12,78562730,64310816
(주)디지털대성,068930,2018/12,81628015,58866054
(주)디지털대성,068930,2019/12,105405415,70474171
(주)디지털대성,068930,2020/12,112749122,71749724
(주)디지텍시스템스,091690,2011/12,180503016,112094650
(주)디지텍시스템스,091690,2012/12,274545075,133946334
(주)디지텍시스템스,091690,2013/12,213148313,33139357
(주)디지틀조선일보,033130,2011/12,58589814,47804296
(주)디지틀조선일보,033130,2012/12,57672004,52953643
(주)디지틀조선일보,033130,2013/12,61005891,55732599
(주)디지틀조선일보,033130,2014/12,63969224,58043406
(주)디지틀조선일보,033130,2015/12,68633920,61446420
(주)디지틀조선일보,033130,2016/12,70567595,64441062
(주)디지틀조선일보,033130,2017/12,75198925,67938798
(주)디지틀조선일보,033130,2018/12,78720247,71915692
(주)디지틀조선일보,033130,2019/12,83541339,75135735
(주)디지틀조선일보,033130,2020/12,83902435,78117642
(주)디케이앤디,263020,2011/12,,
(주)디케이앤디,263020,2012/12,,
(주)디케이앤디,263020,2013/12,,
(주)디케이앤디,263020,2014/12,,
(주)디케이앤디,263020,2015/12,25811283,14152176
(주)디케이앤디,263020,2016/12,38604914,24490166
(주)디케이앤디,263020,2017/12,38759702,31802341
(주)디케이앤디,263020,2018/12,47506780,42153167
(주)디케이앤디,263020,2019/12,50222361,44943406
(주)디케이앤디,263020,2020/12,52059021,44980109
(주)디케이티,290550,2015/12,,
(주)디케이티,290550,2016/12,21244131,2420226
(주)디케이티,290550,2017/12,31615483,6854298
(주)디케이티,290550,2018/12,42660575,16438292
(주)디케이티,290550,2019/12,55467020,41060051
(주)디케이티,290550,2020/12,54419941,45038307
(주)디티앤씨,187220,2011/12,,
(주)디티앤씨,187220,2012/12,,
(주)디티앤씨,187220,2013/12,31846599,11195937
(주)디티앤씨,187220,2014/12,81216845,63869603
(주)디티앤씨,187220,2015/12,90355907,66776018
(주)디티앤씨,187220,2016/12,107138283,70030087
(주)디티앤씨,187220,2017/12,117565979,73637105
(주)디티앤씨,187220,2018/12,145280267,79235309
(주)디티앤씨,187220,2019/12,150900605,82699553
(주)디티앤씨,187220,2020/12,149258746,79724118
(주)디피앤케이,189700,2012/12,,
(주)디피앤케이,189700,2013/12,,
(주)디피앤케이,189700,2014/12,9968073,5038235
(주)디피앤케이,189700,2015/12,17343098,5304789
(주)디피앤케이,189700,2016/12,13443055,908435
(주)딜리,131180,2011/12,45021787,42605634
(주)딜리,131180,2012/12,47994457,45054572
(주)딜리,131180,2013/12,49937004,47291284
(주)딜리,131180,2014/12,52908490,50049149
(주)딜리,131180,2015/12,61275232,54172563
(주)딜리,131180,2016/12,58245639,56082261
(주)딜리,131180,2017/12,60965719,57156331
(주)딜리,131180,2018/12,61437563,57640597
(주)딜리,131180,2019/12,64733432,58849528
(주)딜리,131180,2020/12,61534180,55472959
(주)딥노이드,315640,2017/12,,
(주)딥노이드,315640,2018/12,,
(주)딥노이드,315640,2019/12,5832858,-9967463
(주)딥노이드,315640,2020/12,11314695,-2275977
(주)라닉스,317120,2018/12,10406677,4508250
(주)라닉스,317120,2019/12,20394753,17676838
(주)라닉스,317120,2020/12,32347500,17171180
(주)라온테크,232680,2011/12,,
(주)라온테크,232680,2012/12,,
(주)라온테크,232680,2013/12,,
(주)라온테크,232680,2014/12,,
(주)라온테크,232680,2015/12,,
(주)라온테크,232680,2016/12,,
(주)라온테크,232680,2017/12,,
(주)라온테크,232680,2018/12,23413815,4562004
(주)라온테크,232680,2019/12,18754930,3297046
(주)라온테크,232680,2020/12,24792041,4497966
(주)라이온켐텍,171120,2011/12,38592810,21873355
(주)라이온켐텍,171120,2012/12,54760870,36315175
(주)라이온켐텍,171120,2013/12,83621048,74664208
(주)라이온켐텍,171120,2014/12,87924948,79194016
(주)라이온켐텍,171120,2015/12,111434966,93207321
(주)라이온켐텍,171120,2016/12,127479260,106711196
(주)라이온켐텍,171120,2017/12,125271867,107616253
(주)라이온켐텍,171120,2018/12,133717907,102152331
(주)라이온켐텍,171120,2019/12,132849020,109033914
(주)라이온켐텍,171120,2020/12,137520125,111366630
(주)라이트론,069540,2011/12,38937225,26530853
(주)라이트론,069540,2012/12,48732387,31276259
(주)라이트론,069540,2013/12,51697685,32923318
(주)라이트론,069540,2014/12,53583992,36116757
(주)라이트론,069540,2015/12,45519304,32231484
(주)라이트론,069540,2016/12,63163891,39367826
(주)라이트론,069540,2017/12,76844123,40100251
(주)라이트론,069540,2018/12,88414114,31367320
(주)라이트론,069540,2019/12,78824641,34170384
(주)라이트론,069540,2020/12,66487433,48172805
(주)라이프시맨틱스,347700,2018/12,8205471,607352
(주)라이프시맨틱스,347700,2019/12,6262343,-3527686
(주)라이프시맨틱스,347700,2020/12,9539670,2185922
(주)라파스,214260,2013/12,,
(주)라파스,214260,2014/12,,
(주)라파스,214260,2015/12,32353409,29128971
(주)라파스,214260,2016/12,36740448,29352528
(주)라파스,214260,2017/12,34337252,23542501
(주)라파스,214260,2018/12,31382039,20069022
(주)라파스,214260,2019/12,59373198,47756939
(주)라파스,214260,2020/12,54855796,44049843
(주)락앤락,115390,2011/12,626121567,522729707
(주)락앤락,115390,2012/12,645153134,516308697
(주)락앤락,115390,2013/12,651757636,515980355
(주)락앤락,115390,2014/12,640001349,529561124
(주)락앤락,115390,2015/12,616692578,536414709
(주)락앤락,115390,2016/12,625718772,584793370
(주)락앤락,115390,2017/12,634355406,599991023
(주)락앤락,115390,2018/12,616426328,582173307
(주)락앤락,115390,2019/12,669021285,592018379
(주)락앤락,115390,2020/12,645506636,566598382
(주)래몽래인,200350,2012/12,,
(주)래몽래인,200350,2013/12,,
(주)래몽래인,200350,2014/12,,
(주)래몽래인,200350,2015/12,,
(주)래몽래인,200350,2016/12,24030700,11017869
(주)래몽래인,200350,2017/12,12309866,1039519
(주)래몽래인,200350,2018/12,7148897,2821714
(주)래몽래인,200350,2019/12,16431599,9147565
(주)래몽래인,200350,2020/12,27523808,23766762
(주)랩지노믹스,084650,2011/12,,
(주)랩지노믹스,084650,2012/12,,
(주)랩지노믹스,084650,2013/12,22711664,13206003
(주)랩지노믹스,084650,2014/12,31094580,21235913
(주)랩지노믹스,084650,2015/12,31687234,22150123
(주)랩지노믹스,084650,2016/12,43212023,25039206
(주)랩지노믹스,084650,2017/12,39868778,22347838
(주)랩지노믹스,084650,2018/12,47094426,30102119
(주)랩지노믹스,084650,2019/12,49477979,30417448
(주)랩지노믹스,084650,2020/12,109385764,81850879
(주)러셀,217500,2015/12,,
(주)러셀,217500,2016/12,,
(주)러셀,217500,2017/12,,
(주)러셀,217500,2018/12,42193435,32810200
(주)러셀,217500,2019/12,45280733,40235154
(주)러셀,217500,2020/12,44630300,41619613
(주)레고켐바이오사이언스,141080,2011/12,6483557,4134216
(주)레고켐바이오사이언스,141080,2012/12,6923788,3354100
(주)레고켐바이오사이언스,141080,2013/12,23154314,18084411
(주)레고켐바이오사이언스,141080,2014/12,33755229,20043529
(주)레고켐바이오사이언스,141080,2015/12,68320012,43178139
(주)레고켐바이오사이언스,141080,2016/12,89862933,60667388
(주)레고켐바이오사이언스,141080,2017/12,85098150,53103146
(주)레고켐바이오사이언스,141080,2018/12,121702723,105660696
(주)레고켐바이오사이언스,141080,2019/12,144197435,119879325
(주)레고켐바이오사이언스,141080,2020/12,135912348,112126184
(주)레드로버,060300,2011/12,46475128,32670837
(주)레드로버,060300,2012/12,63513399,48559716
(주)레드로버,060300,2013/12,96324197,64484023
(주)레드로버,060300,2014/12,91478352,67841570
(주)레드로버,060300,2015/12,119861832,102314865
(주)레드로버,060300,2016/12,167748915,147491250
(주)레드로버,060300,2017/12,169236863,148177232
(주)레드로버,060300,2018/12,121197575,107170672
(주)레드로버,060300,2019/12,31639933,8476511
(주)레드로버,060300,2020/12,40307332,23375209
(주)레드캡투어,038390,2011/12,224876645,95202719
(주)레드캡투어,038390,2012/12,223973582,103823545
(주)레드캡투어,038390,2013/12,254045972,114616869
(주)레드캡투어,038390,2014/12,318609730,126649628
(주)레드캡투어,038390,2015/12,377926676,131499536
(주)레드캡투어,038390,2016/12,418126167,135821286
(주)레드캡투어,038390,2017/12,448102058,139866105
(주)레드캡투어,038390,2018/12,389150486,149025843
(주)레드캡투어,038390,2019/12,414139245,163425649
(주)레드캡투어,038390,2020/12,451779364,168178513
(주)레몬,294140,2014/12,16370228,10373158
(주)레몬,294140,2015/12,15351223,3920927
(주)레몬,294140,2016/12,8571101,-7252064
(주)레몬,294140,2017/12,16164928,1428911
(주)레몬,294140,2018/12,36171903,26031297
(주)레몬,294140,2019/12,98414205,18945429
(주)레몬,294140,2020/12,98657529,60173426
(주)레이,228670,2014/12,,
(주)레이,228670,2015/12,,
(주)레이,228670,2016/12,26631948,15794751
(주)레이,228670,2017/12,29137311,18185339
(주)레이,228670,2018/12,44556293,31361247
(주)레이,228670,2019/12,78072723,62471655
(주)레이,228670,2020/12,89688744,69160638
(주)레이언스,228850,2011/12,14898147,6928354
(주)레이언스,228850,2012/12,49420355,25575085
(주)레이언스,228850,2013/12,78988203,44249699
(주)레이언스,228850,2014/12,80195253,46836666
(주)레이언스,228850,2015/12,94027587,60373446
(주)레이언스,228850,2016/12,188528667,166086829
(주)레이언스,228850,2017/12,194500122,178552040
(주)레이언스,228850,2018/12,201078003,187706064
(주)레이언스,228850,2019/12,218601038,203063423
(주)레이언스,228850,2020/12,209783983,194344567
(주)레이크머티리얼즈,281740,2017/12,,
(주)레이크머티리얼즈,281740,2018/12,,
(주)레이크머티리얼즈,281740,2019/12,,
(주)레이크머티리얼즈,281740,2020/12,89827107,40312671
(주)레인보우로보틱스,277810,2017/12,15099557,14303412
(주)레인보우로보틱스,277810,2018/12,12419886,11652684
(주)레인보우로보틱스,277810,2019/12,9183332,7998153
(주)레인보우로보틱스,277810,2020/12,11404217,6578760
(주)렉스엘이앤지,004790,2011/12,51192138,25480101
(주)렉스엘이앤지,004790,2012/12,23416309,8087156
(주)렉스엘이앤지,004790,2013/12,14496872,6483617
(주)로보로보,215100,2015/12,,
(주)로보로보,215100,2016/12,,
(주)로보로보,215100,2017/12,24307583,21743929
(주)로보로보,215100,2018/12,26399244,25196878
(주)로보로보,215100,2019/12,26281613,24606785
(주)로보로보,215100,2020/12,24711026,23530835
(주)로보스타,090360,2011/12,66976985,29749122
(주)로보스타,090360,2012/12,65861792,25263389
(주)로보스타,090360,2013/12,77677879,26400498
(주)로보스타,090360,2014/12,73998627,29110986
(주)로보스타,090360,2015/12,99882632,38608765
(주)로보스타,090360,2016/12,134251674,43937435
(주)로보스타,090360,2017/12,130429155,50552164
(주)로보스타,090360,2018/12,170121317,101899921
(주)로보스타,090360,2019/12,165443587,95328610
(주)로보스타,090360,2020/12,139360226,81025147
(주)로보티즈,108490,2012/12,12100068,7868313
(주)로보티즈,108490,2013/12,13620109,9647173
(주)로보티즈,108490,2014/12,14249220,9895801
(주)로보티즈,108490,2015/12,16461113,13014841
(주)로보티즈,108490,2016/12,24910039,15232111
(주)로보티즈,108490,2017/12,45906508,35930034
(주)로보티즈,108490,2018/12,69268824,62108677
(주)로보티즈,108490,2019/12,64609259,61726216
(주)로보티즈,108490,2020/12,72663050,63128207
(주)로지시스,067730,2011/12,,
(주)로지시스,067730,2012/12,,
(주)로지시스,067730,2013/12,16628870,11525442
(주)로지시스,067730,2014/12,16695184,11530184
(주)로지시스,067730,2015/12,21842317,15815699
(주)로지시스,067730,2016/12,24105605,16347076
(주)로지시스,067730,2017/12,26178335,16238876
(주)로지시스,067730,2018/12,25946301,16779447
(주)로지시스,067730,2019/12,24235178,15653707
(주)로지시스,067730,2020/12,23973008,16365046
(주)로케트전기,000420,2011/12,104532935,28488662
(주)로케트전기,000420,2012/12,106295987,20566440
(주)로케트전기,000420,2013/12,85248439,7870603
(주)롯데미도파,004010,2011/12,1058431411,838918541
(주)루닛,328130,2019/12,38416250,-58871357
(주)루닛,328130,2020/12,25136744,-130624655
(주)루멘스,038060,2011/12,244849722,122129807
(주)루멘스,038060,2012/12,288493069,146681643
(주)루멘스,038060,2013/12,324086797,203522969
(주)루멘스,038060,2014/12,329402719,221629520
(주)루멘스,038060,2015/12,328052843,210250208
(주)루멘스,038060,2016/12,321391377,205258753
(주)루멘스,038060,2017/12,288489412,189121981
(주)루멘스,038060,2018/12,260067981,164848048
(주)루멘스,038060,2019/12,193665426,108369039
(주)루멘스,038060,2020/12,172040143,95500979
(주)루트로닉,085370,2011/12,63119706,40293674
(주)루트로닉,085370,2012/12,75284062,40584471
(주)루트로닉,085370,2013/12,79289616,43240242
(주)루트로닉,085370,2014/12,90540877,48646399
(주)루트로닉,085370,2015/12,139641753,92226197
(주)루트로닉,085370,2016/12,208448420,160330119
