회사명,거래소코드,회계년도,자산(*)(IFRS)(천원),자본(*)(IFRS)(천원),* (정상)영업손익(보고서기재)(IFRS)(천원),당기순이익(손실)(IFRS)(천원),매출액(수익)(*)(IFRS)(천원),상장일,상장폐지일
(주)엔케이,085310,2018/12,191389853,126667348,-19942642,-26717399,75575890,2008/01/24,
(주)엔케이,085310,2019/12,130997967,89764184,-7595428,-31684352,88259702,2008/01/24,
(주)엔케이,085310,2020/12,141396969,90846971,-296625,-931243,69334510,2008/01/24,
(주)엔케이맥스,182400,2012/12,,,,,,2015/10/23,
(주)엔케이맥스,182400,2013/12,3991188,-1667472,-1964282,-2995913,1502526,2015/10/23,
(주)엔케이맥스,182400,2014/12,7589324,-2395643,-3292487,-6031149,1678158,2015/10/23,
(주)엔케이맥스,182400,2015/12,32344298,28757414,-4296536,-5369363,2535965,2015/10/23,
(주)엔케이맥스,182400,2016/12,64832937,38109597,-5752244,-7456066,6920544,2015/10/23,
(주)엔케이맥스,262760,2017/12,21316271,20814527,-4402716,-4388410,106532,2018/08/09,2019/07/04
(주)엔케이맥스,182400,2017/12,53553028,39775229,-13655428,-14292571,4820171,2015/10/23,
(주)엔케이맥스,262760,2018/12,51617805,43486533,-6420051,-4809399,211832,2018/08/09,2019/07/04
(주)엔케이맥스,182400,2018/12,73182927,37629370,-11550384,-17533933,5922253,2015/10/23,
(주)엔케이맥스,182400,2019/12,174102001,114465789,-14458921,-7083162,6695324,2015/10/23,
(주)엔케이맥스,182400,2020/12,205208762,136010857,-19841702,-30555912,9326065,2015/10/23,
(주)엔케이바이오,019260,2011/12,53101348,45404979,778502,-533408,8118376,1996/01/04,2012/09/05
(주)엔켐,348370,2013/12,,,,,,2021/11/01,
(주)엔켐,348370,2014/12,,,,,,2021/11/01,
(주)엔켐,348370,2015/12,,,,,,2021/11/01,
(주)엔켐,348370,2016/12,,,,,,2021/11/01,
(주)엔켐,348370,2017/12,,,,,,2021/11/01,
(주)엔켐,348370,2018/12,,,,,,2021/11/01,
(주)엔켐,348370,2019/12,126941467,30817480,12949446,-456707,87958351,2021/11/01,
(주)엔켐,348370,2020/12,185718022,120545704,14663596,-2336941,137185577,2021/11/01,
(주)엔터기술,068420,2011/12,44935904,19615678,-6259894,-8168222,23824507,2003/07/01,2013/04/06
(주)엔터기술,068420,2012/12,36365914,16083774,-4832492,-8991903,20408967,2003/07/01,2013/04/06
(주)엔텔스,069410,2011/12,38184726,26125290,6491658,5675373,45981095,2007/06/20,
(주)엔텔스,069410,2012/12,50539359,34891918,7078142,6714468,53992431,2007/06/20,
(주)엔텔스,069410,2013/12,62508777,40865297,7501379,6984521,60947064,2007/06/20,
(주)엔텔스,069410,2014/12,58561816,44908485,3726392,4684545,64276436,2007/06/20,
(주)엔텔스,069410,2015/12,51167824,42141827,-3322527,-2172550,45287913,2007/06/20,
(주)엔텔스,069410,2016/12,53798633,42888679,264402,809251,56334262,2007/06/20,
(주)엔텔스,069410,2017/12,55633682,38839634,-1877853,-4022914,46726874,2007/06/20,
(주)엔텔스,069410,2018/12,54963992,39586890,1450429,1078743,61950966,2007/06/20,
(주)엔텔스,069410,2019/12,64698343,41097004,2755294,2073890,59187823,2007/06/20,
(주)엔텔스,069410,2020/12,59828078,48123588,4237499,7489892,55531969,2007/06/20,
(주)엔투텍,227950,2015/12,,,,,,2015/11/18,
(주)엔투텍,227950,2016/12,,,,,,2015/11/18,
(주)엔투텍,227950,2017/12,,,,,,2015/11/18,
(주)엔투텍,227950,2018/12,28645495,13696460,-832294,-4743618,19046948,2015/11/18,
(주)엔투텍,227950,2020/06,107636764,46325518,2403445,-18167866,46259996,2015/11/18,
(주)엔피,291230,2018/12,,,,,,2018/09/13,
(주)엔피,291230,2019/12,,,,,,2018/09/13,
(주)엔피,291230,2020/12,,,,,,2018/09/13,
(주)엔피디,198080,2011/12,,,,,,2020/03/16,
(주)엔피디,198080,2012/12,,,,,,2020/03/16,
(주)엔피디,198080,2013/12,,,,,,2020/03/16,
(주)엔피디,198080,2014/12,,,,,,2020/03/16,
(주)엔피디,198080,2015/12,,,,,,2020/03/16,
(주)엔피디,198080,2016/12,38250051,7680132,11364000,3303851,144139333,2020/03/16,
(주)엔피디,198080,2017/12,83223143,26362264,5912833,7986559,133797815,2020/03/16,
(주)엔피디,198080,2018/12,62072475,34889026,8490588,9535648,155229484,2020/03/16,
(주)엔피디,198080,2019/12,91726817,51069453,13181236,15741229,187714065,2020/03/16,
(주)엔피디,198080,2020/12,116857119,85527303,8395130,-5201493,136121973,2020/03/16,
(주)엔피케이,048830,2011/12,37651447,18083519,871149,664719,56419050,2000/10/12,
(주)엔피케이,048830,2012/12,34559654,18898132,542452,988931,51221462,2000/10/12,
(주)엔피케이,048830,2013/12,38776070,20013137,1736572,2120461,58285827,2000/10/12,
(주)엔피케이,048830,2014/12,50621077,27796370,53448,172443,52953911,2000/10/12,
(주)엔피케이,048830,2015/12,52331301,26769232,-2232685,-853820,48676627,2000/10/12,
(주)엔피케이,048830,2016/12,59317242,29233161,401959,2555967,56604521,2000/10/12,
(주)엔피케이,048830,2017/12,70898643,41172194,2545049,2040456,62636773,2000/10/12,
(주)엔피케이,048830,2018/12,73538841,41830964,2301412,1961055,58475760,2000/10/12,
(주)엔피케이,048830,2019/12,76431276,42063703,2420441,53489,61831770,2000/10/12,
(주)엔피케이,048830,2020/12,75444598,42873929,1730756,1853540,58089391,2000/10/12,
(주)엘디티,096870,2011/12,27337299,21743880,2829266,3216703,31439151,2008/05/02,
(주)엘디티,096870,2012/12,28072188,23494520,806558,1644708,30846209,2008/05/02,
(주)엘디티,096870,2013/12,22324183,18884059,-3101706,-4665110,9183448,2008/05/02,
(주)엘디티,096870,2014/12,20575093,16601268,-3409290,-2875868,7047422,2008/05/02,
(주)엘디티,096870,2015/12,20326405,17014822,240850,365584,9451508,2008/05/02,
(주)엘디티,096870,2016/12,17224689,14617140,-1449436,-2396615,7633017,2008/05/02,
(주)엘디티,096870,2017/12,11690183,10852940,-989016,-3765536,9336437,2008/05/02,
(주)엘디티,096870,2018/12,12055038,11280317,270171,427377,7188415,2008/05/02,
(주)엘디티,096870,2019/12,11824918,9881656,-1334886,-1398661,6955660,2008/05/02,
(주)엘디티,096870,2020/12,13910039,11230178,1553260,1348523,12086538,2008/05/02,
(주)엘비루셈,376190,2011/12,150807097,87453254,4459772,4804853,337273428,2021/06/11,
(주)엘비루셈,376190,2012/12,151590596,92432808,3687361,6200732,354616633,2021/06/11,
(주)엘비루셈,376190,2013/12,153010760,98809414,5723604,7348019,390924565,2021/06/11,
(주)엘비루셈,376190,2014/12,157325486,102205727,8074747,4571658,364794236,2021/06/11,
(주)엘비루셈,376190,2015/12,129162635,104059923,3202981,2449552,186536922,2021/06/11,
(주)엘비루셈,376190,2016/12,125586991,100305888,177412,984173,125955346,2021/06/11,
(주)엘비루셈,376190,2017/12,109789718,68498364,7061865,5593738,128990630,2021/06/11,
(주)엘비루셈,376190,2018/12,138856315,82433471,14321558,13581181,138682766,2021/06/11,
(주)엘비루셈,376190,2019/12,171059722,97905236,17520693,15503252,169687195,2021/06/11,
(주)엘비루셈,376190,2020/12,166451045,114876455,20769449,17104776,209770316,2021/06/11,
(주)엘아이에스,138690,2011/12,53140768,36416230,6578674,5548007,63258363,2011/06/02,
(주)엘아이에스,138690,2012/12,45405999,22908383,-15484485,-14048177,20373934,2011/06/02,
(주)엘아이에스,138690,2013/12,47276255,21270940,-2800154,-3161044,42059956,2011/06/02,
(주)엘아이에스,138690,2014/12,44507880,10645042,-14772686,-24596298,36744971,2011/06/02,
(주)엘아이에스,138690,2015/12,87150249,54352765,23211989,25476106,100330963,2011/06/02,
(주)엘아이에스,138690,2016/12,107605136,47940564,-9744849,-19060452,32418639,2011/06/02,
(주)엘아이에스,138690,2017/12,145107137,16631857,444539,-35118685,76373817,2011/06/02,
(주)엘아이에스,138690,2018/12,126320553,37921383,14135574,7486345,210373463,2011/06/02,
(주)엘아이에스,138690,2019/12,216697256,41735067,7569221,-2852667,142669434,2011/06/02,
(주)엘아이에스,138690,2020/12,200077353,46772450,7093713,4304914,205912829,2011/06/02,
(주)엘앤씨바이오,290650,2016/12,15660692,10019756,2073104,1981144,11821738,2018/11/01,
(주)엘앤씨바이오,290650,2017/12,20490473,16812871,4871555,3753073,17900843,2018/11/01,
(주)엘앤씨바이오,290650,2018/12,56940093,52598625,5727939,5343601,20823971,2018/11/01,
(주)엘앤씨바이오,290650,2019/12,64048897,59116844,6767896,6297182,25235143,2018/11/01,
(주)엘앤씨바이오,290650,2020/12,73528772,56458545,4645314,5620733,27877847,2018/11/01,
(주)엘앤씨피,015390,2011/12,43816764,27714881,-3843773,-4661576,1022355,2001/08/09,2012/04/13
(주)엘앤에프,066970,2011/12,73830765,39386986,1582086,-1223862,126317118,2003/01/02,
(주)엘앤에프,066970,2012/12,72562196,39076284,1092719,-519157,123595956,2003/01/02,
(주)엘앤에프,066970,2013/12,87786567,43420545,-1199539,-5787724,94883224,2003/01/02,
(주)엘앤에프,066970,2014/12,92569886,52758735,1059250,-1213375,125233781,2003/01/02,
(주)엘앤에프,066970,2015/12,109094064,50412615,-313774,-2843090,118160273,2003/01/02,
(주)엘앤에프,066970,2016/12,176666557,91270904,13501797,5659662,218851706,2003/01/02,
(주)엘앤에프,066970,2017/12,240064894,127703399,25468330,20802485,359393986,2003/01/02,
(주)엘앤에프,066970,2018/12,302409617,146095525,25202715,18484691,494339484,2003/01/02,
(주)엘앤에프,066970,2019/12,393357840,133023802,-9054002,-10805049,312072283,2003/01/02,
(주)엘앤에프,066970,2020/12,445906220,198734455,450241,-15081846,355967911,2003/01/02,
(주)엘앤케이바이오메드,156100,2011/12,,,,,,2016/11/30,
(주)엘앤케이바이오메드,156100,2012/12,,,,,,2016/11/30,
(주)엘앤케이바이오메드,156100,2013/12,,,,,,2016/11/30,
(주)엘앤케이바이오메드,156100,2014/12,41380581,7059022,2652873,-5148388,13358553,2016/11/30,
(주)엘앤케이바이오메드,156100,2015/12,64404022,43589012,9034479,8468644,28171302,2016/11/30,
(주)엘앤케이바이오메드,156100,2016/12,86707375,60429350,3743511,1909086,29225599,2016/11/30,
(주)엘앤케이바이오메드,156100,2017/12,86909995,43836305,-8662000,-14161770,21626682,2016/11/30,
(주)엘앤케이바이오메드,156100,2018/12,91005205,47198338,-7598480,-1772076,22801032,2016/11/30,
(주)엘앤케이바이오메드,156100,2019/12,72235719,39183611,-5872153,-9159499,19470887,2016/11/30,
(주)엘앤케이바이오메드,156100,2020/12,73465624,53711509,3180383,2920774,19028637,2016/11/30,
(주)엘에스,006260,2011/12,1830285000,1662893000,63696000,55549000,92198000,1977/06/30,
(주)엘에스,006260,2012/12,1828317000,1697531000,75528000,69120000,104376000,1977/06/30,
(주)엘에스,006260,2013/12,1814856000,1725121000,71591000,62106000,103661000,1977/06/30,
(주)엘에스,006260,2014/12,2150823000,1743135000,61387000,52548000,97844000,1977/06/30,
(주)엘에스,006260,2015/12,2211482000,1817572000,107425000,108949000,136138000,1977/06/30,
(주)엘에스,006260,2016/12,2205888000,1822294000,53327000,39671000,83058000,1977/06/30,
(주)엘에스,006260,2017/12,2208999000,1858248000,85163000,70755000,115262000,1977/06/30,
(주)엘에스,006260,2018/12,2315648000,2060030000,205226000,180934000,242003000,1977/06/30,
(주)엘에스,006260,2019/12,3502957000,3196354000,45259000,51642000,87110000,1977/06/30,
(주)엘에스,006260,2020/12,3619489000,3310573000,124861000,122509000,165747000,1977/06/30,
(주)엘에스네트웍스,000680,2011/12,1195737795,682409673,11653360,17005332,423313532,1973/11/15,
(주)엘에스네트웍스,000680,2012/12,1257202779,694768211,15043112,15687082,639561787,1973/11/15,
(주)엘에스네트웍스,000680,2013/12,1295192276,665921627,3623147,-12624865,695547406,1973/11/15,
(주)엘에스네트웍스,000680,2014/12,1412632454,643658866,11131916,-18217756,845738726,1973/11/15,
(주)엘에스네트웍스,000680,2015/12,1314804965,542119840,-66316055,-97382264,691163868,1973/11/15,
(주)엘에스네트웍스,000680,2016/12,1073362855,471155280,-51861022,-71846028,335727456,1973/11/15,
(주)엘에스네트웍스,000680,2017/12,1047717136,479499299,9773221,8333580,235484216,1973/11/15,
(주)엘에스네트웍스,000680,2018/12,1028330122,465041744,3101798,-14302411,205400278,1973/11/15,
(주)엘에스네트웍스,000680,2019/12,1036062846,423435876,-16568774,-41558757,217535679,1973/11/15,
(주)엘에스네트웍스,000680,2020/12,1178428091,462198551,-23635454,-46700575,179429717,1973/11/15,
(주)엘에프,093050,2011/12,1152310780,836144983,142845154,108090536,1410925338,2006/12/01,
(주)엘에프,093050,2012/12,1202450421,904878675,101600039,80671390,1389652918,2006/12/01,
(주)엘에프,093050,2013/12,1305043867,981050493,109079949,87001753,1416402438,2006/12/01,
(주)엘에프,093050,2014/12,1418950059,1066022383,111599741,97359590,1385279237,2006/12/01,
(주)엘에프,093050,2015/12,1374419707,1043073452,90585066,55927178,1429859310,2006/12/01,
(주)엘에프,093050,2016/12,1466740985,1082969127,99023881,56260008,1379859089,2006/12/01,
(주)엘에프,093050,2017/12,1460551696,1120390995,115047367,73176969,1389250128,2006/12/01,
(주)엘에프,093050,2018/12,1506189440,1186282646,110862730,85508727,1414779247,2006/12/01,
(주)엘에프,093050,2019/12,1661805714,1243180957,90424899,73927069,1405258777,2006/12/01,
(주)엘에프,093050,2020/12,1709663457,1258493941,47719772,39683151,1115869526,2006/12/01,
(주)엘엑스세미콘,108320,2011/12,268735010,221267173,25419028,33293781,301277414,2010/06/08,
(주)엘엑스세미콘,108320,2012/12,337342406,256928588,44302154,41865032,472258557,2010/06/08,
(주)엘엑스세미콘,108320,2013/12,346955900,276016595,34189134,32981931,409644506,2010/06/08,
(주)엘엑스세미콘,108320,2014/12,376450306,298863516,36064626,30170677,390690929,2010/06/08,
(주)엘엑스세미콘,108320,2015/12,463024484,347541803,55781281,48349812,535837006,2010/06/08,
(주)엘엑스세미콘,108320,2016/12,485935865,380515523,50500043,50563822,610042626,2010/06/08,
(주)엘엑스세미콘,108320,2017/12,543846281,411511429,44713714,46457534,692756756,2010/06/08,
(주)엘엑스세미콘,108320,2018/12,607248819,445917236,55686047,48931368,791817912,2010/06/08,
(주)엘엑스세미콘,108320,2019/12,629264178,471157194,46810862,38239788,867122050,2010/06/08,
(주)엘엑스세미콘,108320,2020/12,749887918,531018410,93723261,72290706,1161896286,2010/06/08,
(주)엘엑스인터내셔널,001120,2011/12,3466189083,1251874995,118447806,261576900,7378209899,1976/03/10,
(주)엘엑스인터내셔널,001120,2012/12,3188100089,1463216173,158706542,337481371,5945490194,1976/03/10,
(주)엘엑스인터내셔널,001120,2013/12,3093789106,1471807500,83495567,31700489,5555792618,1976/03/10,
(주)엘엑스인터내셔널,001120,2014/12,2933571676,1417621657,96017105,-29784725,3776501601,1976/03/10,
(주)엘엑스인터내셔널,001120,2015/12,2925629721,1273925615,74425115,-145297106,3675879173,1976/03/10,
(주)엘엑스인터내셔널,001120,2016/12,2842435626,1252247332,26492637,58190966,2828841348,1976/03/10,
(주)엘엑스인터내셔널,001120,2017/12,2728803700,1199187542,29712364,62784493,2808960467,1976/03/10,
(주)엘엑스인터내셔널,001120,2018/12,2697222673,1134651524,-21032157,-69928839,2904286945,1976/03/10,
(주)엘엑스인터내셔널,001120,2019/12,2527925654,1207953763,-11461260,58886114,3080463942,1976/03/10,
(주)엘엑스인터내셔널,001120,2020/12,2610761219,1369224039,-24393372,295262540,3258240041,1976/03/10,
(주)엘엑스하우시스,108670,2011/12,1641318000,736459000,61456000,40534000,2067165000,2009/04/20,
(주)엘엑스하우시스,108670,2012/12,1535955000,758009000,64553000,43109000,2073996000,2009/04/20,
(주)엘엑스하우시스,108670,2013/12,1713858000,812905000,95543000,70826000,2285965000,2009/04/20,
(주)엘엑스하우시스,108670,2014/12,1781223000,851889000,118883000,57844000,2440439000,2009/04/20,
(주)엘엑스하우시스,108670,2015/12,1890659000,891223000,117547000,67671000,2370082000,2009/04/20,
(주)엘엑스하우시스,108670,2016/12,1918101000,942529000,125658000,75708000,2490561000,2009/04/20,
(주)엘엑스하우시스,108670,2017/12,2223907000,991907000,106562000,59701000,2812681000,2009/04/20,
(주)엘엑스하우시스,108670,2018/12,2144283000,937313000,41407000,-42683000,2817733000,2009/04/20,
(주)엘엑스하우시스,108670,2019/12,2168161000,916519000,42041000,-15324000,2710501000,2009/04/20,
(주)엘엑스하우시스,108670,2020/12,2023506000,810585000,73836000,-105643000,2596510000,2009/04/20,
(주)엘엠에스,073110,2011/12,144716778,83337230,16822772,15447861,87570749,2007/10/12,
(주)엘엠에스,073110,2012/12,151909350,85360932,11806425,10464618,75102442,2007/10/12,
(주)엘엠에스,073110,2013/12,165279610,99488018,18016264,16366918,103275741,2007/10/12,
(주)엘엠에스,073110,2014/12,238723678,126835781,20640930,26090050,131722477,2007/10/12,
(주)엘엠에스,073110,2015/12,231714264,137281889,7207601,10865070,97736245,2007/10/12,
(주)엘엠에스,073110,2016/12,208587876,120302983,5921053,-16098701,92999722,2007/10/12,
(주)엘엠에스,073110,2017/12,179951139,103519374,-2216894,-10696914,79786450,2007/10/12,
(주)엘엠에스,073110,2018/12,179295515,106598717,512340,5403460,80278509,2007/10/12,
(주)엘엠에스,073110,2019/12,221187269,110025563,8484116,8430206,145464657,2007/10/12,
(주)엘엠에스,073110,2020/12,195275956,85424668,-10869471,-18767193,92102562,2007/10/12,
(주)엘오티베큠,083310,2011/12,63036039,49705749,4206988,4105146,65636334,2005/10/05,
(주)엘오티베큠,083310,2012/12,64299189,54176831,4098056,4437101,70454279,2005/10/05,
(주)엘오티베큠,083310,2013/12,76393409,60036052,2878607,3447593,83001756,2005/10/05,
(주)엘오티베큠,083310,2014/12,83432593,63692286,4630154,4792088,89031946,2005/10/05,
(주)엘오티베큠,083310,2015/12,93997729,76062949,13727947,12304541,127417427,2005/10/05,
(주)엘오티베큠,083310,2016/12,112339409,80769380,5943507,6917928,121033850,2005/10/05,
(주)엘오티베큠,083310,2017/12,148401644,104882716,24655479,23141461,193098291,2005/10/05,
(주)엘오티베큠,083310,2018/12,169825171,120587778,12710502,16876333,159675553,2005/10/05,
(주)엘오티베큠,083310,2019/12,198277239,124002529,-252393,1624255,147403941,2005/10/05,
(주)엘오티베큠,083310,2020/12,219809456,158596914,3145643,3247661,164960766,2005/10/05,
(주)엘지,003550,2011/12,7537759091,7176059679,468318369,395495320,589467709,1970/02/13,
(주)엘지,003550,2012/12,7703591033,7408624170,468300047,408120250,616562921,1970/02/13,
(주)엘지,003550,2013/12,7872016634,7589852701,409486522,355978550,568046374,1970/02/13,
(주)엘지,003550,2014/12,8053801766,7768927217,417045500,360611266,575743726,1970/02/13,
(주)엘지,003550,2015/12,8208765000,7930435000,394822000,345915000,574117000,1970/02/13,
(주)엘지,003550,2016/12,8360422000,8035613000,424125000,340158000,614003000,1970/02/13,
(주)엘지,003550,2017/12,9238893000,8781342000,496000000,952754000,714845000,1970/02/13,
(주)엘지,003550,2018/12,9327642000,9098741000,546302000,552662000,757196000,1970/02/13,
(주)엘지,003550,2019/12,9577961000,9326745000,643795000,581161000,874672000,1970/02/13,
(주)엘지,003550,2020/12,10570840000,10269797000,794023000,1331351000,1016202000,1970/02/13,
(주)엘지생명과학,068870,2011/12,497386883,246958180,10805476,5796172,372487090,2002/08/16,2017/01/17
(주)엘지생명과학,068870,2012/12,565723067,251902242,14869754,8123843,397623171,2002/08/16,2017/01/17
(주)엘지생명과학,068870,2013/12,609638275,254053651,15419309,4188527,407954502,2002/08/16,2017/01/17
(주)엘지생명과학,068870,2014/12,648656155,249136897,15399951,-2543005,411780152,2002/08/16,2017/01/17
(주)엘지생명과학,068870,2015/12,703705604,258321529,26136972,12443782,435446816,2002/08/16,2017/01/17
(주)엘지생활건강,051900,2011/12,1664706362,794772133,249558566,190246476,1995557178,2001/04/25,
(주)엘지생활건강,051900,2012/12,1976245361,938569039,259744692,207796001,2144639679,2001/04/25,
(주)엘지생활건강,051900,2013/12,2325813948,1051876309,238060293,176960222,2238174818,2001/04/25,
(주)엘지생활건강,051900,2014/12,2691745380,1229417407,309065014,249319160,2513352190,2001/04/25,
(주)엘지생활건강,051900,2015/12,2952552621,1461711957,463098878,305961029,3031336330,2001/04/25,
(주)엘지생활건강,051900,2016/12,3089904898,1875861468,654161369,509159572,3660952827,2001/04/25,
(주)엘지생활건강,051900,2017/12,3485163640,2359743539,696599533,595658910,3784444279,2001/04/25,
(주)엘지생활건강,051900,2018/12,3687211660,2808483971,761381166,605848632,4060157954,2001/04/25,
(주)엘지생활건강,051900,2019/12,4093775065,3264366905,859358419,622867720,4536975744,2001/04/25,
(주)엘지생활건강,051900,2020/12,4560931342,3793474494,785609275,618438771,4418256992,2001/04/25,
(주)엘지에너지솔루션,373220,2020/12,12342717000,7252098000,-509130000,-377980000,632954000,2022/01/27,
(주)엘지유플러스,032640,2011/12,11032980000,3851543000,283696000,80850000,9180949000,2008/04/21,
(주)엘지유플러스,032640,2012/12,11070081000,3740882000,125858000,-62584000,10904831000,2008/04/21,
(주)엘지유플러스,032640,2013/12,11746124000,4014949000,542624000,277512000,11452151000,2008/04/21,
(주)엘지유플러스,032640,2014/12,11986340000,4189346000,593083000,244034000,10984928000,2008/04/21,
(주)엘지유플러스,032640,2015/12,11939224000,4477557000,646332000,367328000,10780359000,2008/04/21,
(주)엘지유플러스,032640,2016/12,11989124000,4858271000,755777000,501042000,11434770000,2008/04/21,
(주)엘지유플러스,032640,2017/12,11948222000,5287089000,843674000,570391000,12261930000,2008/04/21,
(주)엘지유플러스,032640,2018/12,13955097000,6895731000,734708000,476752000,12096778000,2008/04/21,
(주)엘지유플러스,032640,2019/12,16834279000,7132682000,691767000,445644000,12337746000,2008/04/21,
(주)엘지유플러스,032640,2020/12,17253980000,7418123000,837979000,452541000,12352879000,2008/04/21,
(주)엘지헬로비전,037560,2011/12,1086640213,529338007,132608412,76356970,581943670,2012/11/09,
(주)엘지헬로비전,037560,2012/12,1519009712,784182090,117365089,76331256,774101299,2012/11/09,
(주)엘지헬로비전,037560,2013/12,1986833637,926583625,94074922,58353449,1010490503,2012/11/09,
(주)엘지헬로비전,037560,2014/12,2073912681,929664327,91331400,28047663,1084790253,2012/11/09,
(주)엘지헬로비전,037560,2015/12,2000272843,951212150,104970126,59676899,1182612870,2012/11/09,
(주)엘지헬로비전,037560,2016/12,1840191675,966654863,42936485,21512793,1100634800,2012/11/09,
(주)엘지헬로비전,037560,2017/12,1868155224,987122461,72864983,28882738,1119895014,2012/11/09,
(주)엘지헬로비전,037560,2018/12,1933605162,1059330562,68075069,39812708,1171387344,2012/11/09,
(주)엘지헬로비전,037560,2019/12,1788647921,950451399,30358409,-95166125,1108351145,2012/11/09,
(주)엘지헬로비전,037560,2020/12,1464368829,631192758,34935948,-311858096,1056007269,2012/11/09,
(주)엘지화학,051910,2011/12,13419017000,9101613000,2536872000,2028321000,19809874000,2001/04/25,
(주)엘지화학,051910,2012/12,14784787000,10200634000,1726960000,1440317000,20442790000,2001/04/25,
(주)엘지화학,051910,2013/12,15387176000,11077901000,1579269000,1174392000,20255935000,2001/04/25,
(주)엘지화학,051910,2014/12,15893446000,11551577000,1133125000,823496000,19675975000,2001/04/25,
(주)엘지화학,051910,2015/12,16231596000,12444563000,1620092000,1203855000,17334109000,2001/04/25,
(주)엘지화학,051910,2016/12,16775894000,13476331000,1813245000,1379589000,17264845000,2001/04/25,
(주)엘지화학,051910,2017/12,21148136000,15505532000,2293229000,1605223000,20880236000,2001/04/25,
(주)엘지화학,051910,2018/12,23730578000,16549906000,1953618000,1581064000,23315318000,2001/04/25,
(주)엘지화학,051910,2019/12,27027086000,16460230000,582425000,365924000,22312561000,2001/04/25,
(주)엘지화학,051910,2020/12,25850150000,16963505000,1114437000,-98223000,20830009000,2001/04/25,
(주)엘피케이로보틱스,183350,2013/12,,,,,,2013/10/11,2020/06/17
(주)엘피케이로보틱스,183350,2014/12,,,,,,2013/10/11,2020/06/17
(주)엘피케이로보틱스,183350,2015/12,20521695,8698064,1706003,1187706,20058974,2013/10/11,2020/06/17
(주)엘피케이로보틱스,183350,2016/12,33608196,10526819,2135833,2064541,24230548,2013/10/11,2020/06/17
(주)엘피케이로보틱스,183350,2017/12,32622062,11111126,1481145,543394,25030893,2013/10/11,2020/06/17
(주)엘피케이로보틱스,183350,2018/12,42274137,13459048,-2397894,-1340443,17978854,2013/10/11,2020/06/17
(주)엘피케이로보틱스,183350,2019/12,18348110,-3452698,-6316934,-17093506,14909706,2013/10/11,2020/06/17
(주)엠게임,058630,2011/12,115779706,72261861,2921880,2092638,44286992,2008/12/19,
(주)엠게임,058630,2012/12,119352668,72809759,3397115,-233795,42894294,2008/12/19,
(주)엠게임,058630,2013/12,63107570,16829424,-13978587,-65135181,30730297,2008/12/19,
(주)엠게임,058630,2014/12,46381043,25307512,2500831,-7455105,29767673,2008/12/19,
(주)엠게임,058630,2015/12,36705447,22441499,7663438,1448411,27807456,2008/12/19,
(주)엠게임,058630,2016/12,39072900,27145714,4202743,3739984,30503898,2008/12/19,
(주)엠게임,058630,2017/12,44407664,34454629,4866182,2632274,27544247,2008/12/19,
(주)엠게임,058630,2018/12,41793573,32961274,4315390,3260754,27301974,2008/12/19,
(주)엠게임,058630,2019/12,49087281,40591320,7625109,7907947,37541897,2008/12/19,
(주)엠게임,058630,2020/12,57123806,46578439,10276964,6461900,42215823,2008/12/19,
(주)엠디에스테크,086960,2011/12,71813709,57088940,8007131,8827232,61065267,2006/09/26,
(주)엠디에스테크,086960,2012/12,84457487,68947076,8107163,9402478,63491694,2006/09/26,
(주)엠디에스테크,086960,2013/12,93595681,75867695,8750351,8751022,70862013,2006/09/26,
(주)엠디에스테크,086960,2014/12,106923827,84227388,9224124,9109236,84564722,2006/09/26,
(주)엠디에스테크,086960,2015/12,114004262,91187798,9749631,8874741,92750350,2006/09/26,
(주)엠디에스테크,086960,2016/12,119273466,87244267,9003556,7163968,112362709,2006/09/26,
(주)엠디에스테크,086960,2017/12,111143400,91386653,8556147,7753548,110549246,2006/09/26,
(주)엠디에스테크,086960,2018/12,121271901,95030448,8895589,6124814,106962693,2006/09/26,
(주)엠디에스테크,086960,2019/12,138217302,108500226,7187464,14384715,116923000,2006/09/26,
(주)엠디에스테크,086960,2020/12,138603761,112813182,7805390,3979044,104466090,2006/09/26,
(주)엠로,058970,2012/12,,,,,,2021/08/13,
(주)엠로,058970,2013/12,,,,,,2021/08/13,
(주)엠로,058970,2014/12,,,,,,2021/08/13,
(주)엠로,058970,2015/12,,,,,,2021/08/13,
(주)엠로,058970,2016/12,,,,,,2021/08/13,
(주)엠로,058970,2017/12,,,,,,2021/08/13,
(주)엠로,058970,2018/12,,,,,,2021/08/13,
(주)엠로,058970,2019/12,,,,,,2021/08/13,
(주)엠로,058970,2020/12,35816078,13598073,5838500,3389473,40302325,2021/08/13,
(주)엠씨넥스,097520,2011/12,108770998,35376214,12518580,8049708,201921216,2021/07/06,
(주)엠씨넥스,097520,2012/12,122712440,49916390,6247129,2245124,159316200,2021/07/06,
(주)엠씨넥스,097520,2013/12,169154936,57807173,12463692,7049120,271771627,2021/07/06,
(주)엠씨넥스,097520,2014/12,246531534,80296511,30699330,23360636,378395423,2021/07/06,
(주)엠씨넥스,097520,2015/12,255666813,104139307,30846354,26896502,421492545,2021/07/06,
(주)엠씨넥스,097520,2016/12,305329934,93599817,-10027001,-8098544,399262755,2021/07/06,
(주)엠씨넥스,097520,2017/12,373911995,119830945,22175983,-13285908,625604516,2021/07/06,
(주)엠씨넥스,097520,2018/12,384934784,162247731,51760805,41005679,627641511,2021/07/06,
