회사명,거래소코드,회계년도,종업원수증가율(IFRS)
(주)씨에스에이코스믹,083660,2017/12,-19.6
(주)씨에스에이코스믹,083660,2018/12,15
(주)씨에스에이코스믹,083660,2019/12,-17.39
(주)씨에스에이코스믹,083660,2020/12,-30.26
(주)씨엔알리서치,359090,2020/12,
(주)씨엔플러스,115530,2011/12,0
(주)씨엔플러스,115530,2012/12,10.92
(주)씨엔플러스,115530,2013/12,2.07
(주)씨엔플러스,115530,2014/12,-21.32
(주)씨엔플러스,115530,2015/12,-14.84
(주)씨엔플러스,115530,2016/12,-6.82
(주)씨엔플러스,115530,2017/12,-32.52
(주)씨엔플러스,115530,2018/12,-12.05
(주)씨엔플러스,115530,2019/12,-45.21
(주)씨엔플러스,115530,2020/12,0
(주)씨엘인터내셔널,037340,2011/12,-32.58
(주)씨엘인터내셔널,037340,2012/12,15
(주)씨엘인터내셔널,037340,2013/12,-28.99
(주)씨엘인터내셔널,037340,2014/12,32.65
(주)씨엘인터내셔널,037340,2015/12,1.54
(주)씨유메디칼시스템,115480,2011/12,0
(주)씨유메디칼시스템,115480,2012/12,21.95
(주)씨유메디칼시스템,115480,2013/12,-5.33
(주)씨유메디칼시스템,115480,2014/12,-12.68
(주)씨유메디칼시스템,115480,2015/12,-8.87
(주)씨유메디칼시스템,115480,2016/12,92.92
(주)씨유메디칼시스템,115480,2017/12,-45.87
(주)씨유메디칼시스템,115480,2018/12,-8.47
(주)씨유메디칼시스템,115480,2019/12,-6.48
(주)씨유메디칼시스템,115480,2020/12,0
(주)씨유전자,056340,2011/12,-37.14
(주)씨유전자,056340,2012/12,-36.36
(주)씨유전자,056340,2013/12,0
(주)씨이랩,189330,2011/12,
(주)씨이랩,189330,2012/12,
(주)씨이랩,189330,2013/12,
(주)씨이랩,189330,2014/12,
(주)씨이랩,189330,2015/12,
(주)씨이랩,189330,2016/12,
(주)씨이랩,189330,2017/12,
(주)씨이랩,189330,2018/12,
(주)씨이랩,189330,2019/12,
(주)씨이랩,189330,2020/12,0
(주)씨제이이엔엠,035760,2011/12,20.24
(주)씨제이이엔엠,035760,2012/12,6.91
(주)씨제이이엔엠,035760,2013/12,2.12
(주)씨제이이엔엠,035760,2014/12,6.67
(주)씨제이이엔엠,035760,2015/12,6.36
(주)씨제이이엔엠,035760,2016/12,-4.46
(주)씨제이이엔엠,035760,2017/12,7.96
(주)씨제이이엔엠,035760,2018/12,241.69
(주)씨제이이엔엠,035760,2019/12,5.9
(주)씨제이이엔엠,035760,2020/12,-7.53
(주)씨젠,096530,2011/12,25.71
(주)씨젠,096530,2012/12,37.88
(주)씨젠,096530,2013/12,-2.2
(주)씨젠,096530,2014/12,12.92
(주)씨젠,096530,2015/12,6.97
(주)씨젠,096530,2016/12,9.3
(주)씨젠,096530,2017/12,28.94
(주)씨젠,096530,2018/12,6.27
(주)씨젠,096530,2019/12,-2.48
(주)씨젠,096530,2020/12,96.18
(주)씨티네트웍스,189540,2011/12,
(주)씨티네트웍스,189540,2012/12,
(주)씨티네트웍스,189540,2013/12,
(주)씨티네트웍스,189540,2014/12,
(주)씨티네트웍스,189540,2015/12,
(주)씨티네트웍스,189540,2016/12,
(주)씨티네트웍스,189540,2017/12,
(주)씨티네트웍스,189540,2018/12,
(주)씨티네트웍스,189540,2019/12,
(주)씨티씨바이오,060590,2011/12,4.32
(주)씨티씨바이오,060590,2012/12,21.38
(주)씨티씨바이오,060590,2013/12,3.98
(주)씨티씨바이오,060590,2014/12,37.16
(주)씨티씨바이오,060590,2015/12,2.79
(주)씨티씨바이오,060590,2016/12,3.88
(주)씨티씨바이오,060590,2017/12,-2.61
(주)씨티씨바이오,060590,2018/12,4.6
(주)씨티씨바이오,060590,2019/12,-28.21
(주)씨티씨바이오,060590,2020/12,2.55
(주)씨티앤티,050470,2011/12,-90.75
(주)씨티케이,260930,2016/12,
(주)씨티케이,260930,2017/12,0
(주)씨티케이,260930,2018/12,43.56
(주)씨티케이,260930,2019/12,-19.31
(주)씨티케이,260930,2020/12,-7.69
(주)아가방앤컴퍼니,013990,2011/12,7.85
(주)아가방앤컴퍼니,013990,2012/12,-4.6
(주)아가방앤컴퍼니,013990,2013/12,-2.01
(주)아가방앤컴퍼니,013990,2014/12,-7.38
(주)아가방앤컴퍼니,013990,2015/12,-7.96
(주)아가방앤컴퍼니,013990,2016/12,13.46
(주)아가방앤컴퍼니,013990,2017/12,-16.1
(주)아가방앤컴퍼니,013990,2018/12,-7.58
(주)아가방앤컴퍼니,013990,2019/12,2.73
(주)아가방앤컴퍼니,013990,2020/12,-23.94
(주)아나패스,123860,2011/12,31.82
(주)아나패스,123860,2012/12,13.79
(주)아나패스,123860,2013/12,28.79
(주)아나패스,123860,2014/12,20
(주)아나패스,123860,2015/12,8.82
(주)아나패스,123860,2016/12,0
(주)아나패스,123860,2017/12,0
(주)아나패스,123860,2018/12,9.91
(주)아나패스,123860,2019/12,0
(주)아나패스,123860,2020/12,2.46
(주)아난티,025980,2011/12,-5.56
(주)아난티,025980,2012/12,-3.74
(주)아난티,025980,2013/12,3.33
(주)아난티,025980,2014/12,-1.08
(주)아난티,025980,2015/12,34.24
(주)아난티,025980,2016/12,26.32
(주)아난티,025980,2017/12,-19.55
(주)아난티,025980,2018/12,17.53
(주)아난티,025980,2019/12,36.27
(주)아난티,025980,2020/12,16.92
(주)아라온테크,041060,2011/12,-63.16
(주)아라온테크,041060,2012/12,128.57
(주)아라온테크,041060,2013/12,40.63
(주)아리온테크놀로지,058220,2011/12,3.7
(주)아리온테크놀로지,058220,2012/12,16.07
(주)아리온테크놀로지,058220,2013/12,6.15
(주)아리온테크놀로지,058220,2014/12,11.59
(주)아리온테크놀로지,058220,2015/12,9.09
(주)아리온테크놀로지,058220,2016/12,-16.67
(주)아리온테크놀로지,058220,2017/12,10
(주)아리온테크놀로지,058220,2018/12,-33.77
(주)아리온테크놀로지,058220,2019/12,9.8
(주)아리온테크놀로지,058220,2020/12,-85.71
(주)아모그린텍,125210,2015/12,
(주)아모그린텍,125210,2016/12,
(주)아모그린텍,125210,2017/12,
(주)아모그린텍,125210,2018/12,
(주)아모그린텍,125210,2019/12,27.2
(주)아모그린텍,125210,2020/12,-1.2
(주)아모레퍼시픽,090430,2011/12,7.81
(주)아모레퍼시픽,090430,2012/12,6.32
(주)아모레퍼시픽,090430,2013/12,0.28
(주)아모레퍼시픽,090430,2014/12,4.2
(주)아모레퍼시픽,090430,2015/12,17.73
(주)아모레퍼시픽,090430,2016/12,7.85
(주)아모레퍼시픽,090430,2017/12,-1.04
(주)아모레퍼시픽,090430,2018/12,-0.58
(주)아모레퍼시픽,090430,2019/12,-2.32
(주)아모레퍼시픽,090430,2020/12,-3.2
(주)아모레퍼시픽그룹,002790,2011/12,47.37
(주)아모레퍼시픽그룹,002790,2012/12,96.43
(주)아모레퍼시픽그룹,002790,2013/12,94.55
(주)아모레퍼시픽그룹,002790,2014/12,-3.74
(주)아모레퍼시픽그룹,002790,2015/12,31.07
(주)아모레퍼시픽그룹,002790,2016/12,25.19
(주)아모레퍼시픽그룹,002790,2017/12,-13.02
(주)아모레퍼시픽그룹,002790,2018/12,-17.01
(주)아모레퍼시픽그룹,002790,2019/12,-6.56
(주)아모레퍼시픽그룹,002790,2020/12,-17.54
(주)아모센스,357580,2013/12,
(주)아모센스,357580,2014/12,
(주)아모센스,357580,2015/12,0
(주)아모센스,357580,2016/12,0
(주)아모센스,357580,2017/12,0
(주)아모센스,357580,2018/12,0
(주)아모센스,357580,2019/12,0
(주)아모센스,357580,2020/12,0
(주)아모텍,052710,2011/12,11.87
(주)아모텍,052710,2012/12,34.15
(주)아모텍,052710,2013/12,8
(주)아모텍,052710,2014/12,-8.75
(주)아모텍,052710,2015/12,1.08
(주)아모텍,052710,2016/12,-11.52
(주)아모텍,052710,2017/12,0.44
(주)아모텍,052710,2018/12,-4.36
(주)아모텍,052710,2019/12,1.48
(주)아모텍,052710,2020/12,-8.42
(주)아미노로직스,074430,2011/12,-35.56
(주)아미노로직스,074430,2012/12,106.9
(주)아미노로직스,074430,2013/12,-56.67
(주)아미노로직스,074430,2014/12,11.54
(주)아미노로직스,074430,2015/12,-6.9
(주)아미노로직스,074430,2016/12,0
(주)아미노로직스,074430,2017/12,0
(주)아미노로직스,074430,2018/12,11.11
(주)아미노로직스,074430,2019/12,-10
(주)아미노로직스,074430,2020/12,11.11
(주)아바코,083930,2011/12,4.24
(주)아바코,083930,2012/12,-3.73
(주)아바코,083930,2013/12,-2.11
(주)아바코,083930,2014/12,0.72
(주)아바코,083930,2015/12,1.79
(주)아바코,083930,2016/12,28.42
(주)아바코,083930,2017/12,0.55
(주)아바코,083930,2018/12,-0.54
(주)아바코,083930,2019/12,-5.74
(주)아바코,083930,2020/12,0.29
(주)아바텍,149950,2011/12,0
(주)아바텍,149950,2012/12,0
(주)아바텍,149950,2013/12,5.54
(주)아바텍,149950,2014/12,-13.04
(주)아바텍,149950,2015/12,-25
(주)아바텍,149950,2016/12,28.06
(주)아바텍,149950,2017/12,15.62
(주)아바텍,149950,2018/12,-3.56
(주)아바텍,149950,2019/12,0.19
(주)아바텍,149950,2020/12,-2.33
(주)아센디오,012170,2011/12,-27.27
(주)아센디오,012170,2012/12,56.25
(주)아센디오,012170,2013/12,-48
(주)아센디오,012170,2014/12,7.69
(주)아센디오,012170,2015/12,-14.29
(주)아센디오,012170,2016/12,225
(주)아센디오,012170,2017/12,64.1
(주)아센디오,012170,2018/12,20.31
(주)아센디오,012170,2019/12,-22.08
(주)아센디오,012170,2020/12,5
(주)아셈스,136410,2011/12,
(주)아셈스,136410,2012/12,
(주)아셈스,136410,2013/12,
(주)아셈스,136410,2014/12,
(주)아셈스,136410,2015/12,
(주)아셈스,136410,2016/12,
(주)아셈스,136410,2017/12,
(주)아셈스,136410,2018/12,
(주)아셈스,136410,2019/12,0
(주)아셈스,136410,2020/12,0
(주)아스타,246720,2015/12,
(주)아스타,246720,2016/12,0
(주)아스타,246720,2017/12,-40
(주)아스타,246720,2018/12,-4.17
(주)아스타,246720,2019/12,13.04
(주)아스타,246720,2020/12,11.54
(주)아스트,067390,2011/12,
(주)아스트,067390,2012/12,0
(주)아스트,067390,2013/12,0
(주)아스트,067390,2014/12,0
(주)아스트,067390,2015/12,-4.34
(주)아스트,067390,2016/12,-28
(주)아스트,067390,2017/12,-10.74
(주)아스트,067390,2018/12,11.62
(주)아스트,067390,2019/12,1.86
(주)아스트,067390,2020/12,-4.38
(주)아스플로,159010,2011/12,
(주)아스플로,159010,2012/12,
(주)아스플로,159010,2013/12,
(주)아스플로,159010,2014/12,
(주)아스플로,159010,2015/12,
(주)아스플로,159010,2016/12,
(주)아스플로,159010,2017/12,
(주)아스플로,159010,2018/12,0
(주)아스플로,159010,2019/12,0
(주)아스플로,159010,2020/12,0
(주)아시아경제,127710,2011/12,
(주)아시아경제,127710,2012/12,
(주)아시아경제,127710,2013/12,0
(주)아시아경제,127710,2014/12,0
(주)아시아경제,127710,2015/12,0
(주)아시아경제,127710,2016/12,0.45
(주)아시아경제,127710,2017/12,22.67
(주)아시아경제,127710,2018/12,1.81
(주)아시아경제,127710,2019/12,2.14
(주)아시아경제,127710,2020/12,7.32
(주)아우딘퓨쳐스,227610,2015/12,
(주)아우딘퓨쳐스,227610,2016/12,0
(주)아우딘퓨쳐스,227610,2017/12,0
(주)아우딘퓨쳐스,227610,2018/12,46.73
(주)아우딘퓨쳐스,227610,2019/12,1.91
(주)아우딘퓨쳐스,227610,2020/12,-3.75
(주)아이디스,143160,2011/12,
(주)아이디스,143160,2012/12,0
(주)아이디스,143160,2013/12,6.69
(주)아이디스,143160,2014/12,19.14
(주)아이디스,143160,2015/12,7.48
(주)아이디스,143160,2016/12,-3.61
(주)아이디스,143160,2017/12,-2.41
(주)아이디스,143160,2018/12,-0.27
(주)아이디스,143160,2019/12,2.75
(주)아이디스,143160,2020/12,4.81
(주)아이디스홀딩스,054800,2011/12,-96.84
(주)아이디스홀딩스,054800,2012/12,37.5
(주)아이디스홀딩스,054800,2013/12,18.18
(주)아이디스홀딩스,054800,2014/12,-15.38
(주)아이디스홀딩스,054800,2015/12,54.55
(주)아이디스홀딩스,054800,2016/12,-23.53
(주)아이디스홀딩스,054800,2017/12,-7.69
(주)아이디스홀딩스,054800,2018/12,0
(주)아이디스홀딩스,054800,2019/12,8.33
(주)아이디스홀딩스,054800,2020/12,0
(주)아이디에스,078780,2011/12,-8.47
(주)아이디에스,078780,2012/12,-0.93
(주)아이디에스,078780,2013/12,-14.95
(주)아이디에스,078780,2014/12,-43.96
(주)아이디에스,078780,2015/12,27.45
(주)아이마켓코리아,122900,2011/12,8.01
(주)아이마켓코리아,122900,2012/12,9.97
(주)아이마켓코리아,122900,2013/12,13.49
(주)아이마켓코리아,122900,2014/12,1.02
(주)아이마켓코리아,122900,2015/12,6.29
(주)아이마켓코리아,122900,2016/12,-5.53
(주)아이마켓코리아,122900,2017/12,-7.47
(주)아이마켓코리아,122900,2018/12,-3.28
(주)아이마켓코리아,122900,2019/12,-0.23
(주)아이마켓코리아,122900,2020/12,1.13
(주)아이비김영,339950,2019/12,
(주)아이비김영,339950,2020/12,0
(주)아이센스,099190,2011/12,0
(주)아이센스,099190,2012/12,0
(주)아이센스,099190,2013/12,17.45
(주)아이센스,099190,2014/12,2.22
(주)아이센스,099190,2015/12,11.5
(주)아이센스,099190,2016/12,21.01
(주)아이센스,099190,2017/12,7.07
(주)아이센스,099190,2018/12,0.3
(주)아이센스,099190,2019/12,1.2
(주)아이센스,099190,2020/12,5.77
(주)아이스크림에듀,289010,2013/12,
(주)아이스크림에듀,289010,2014/12,
(주)아이스크림에듀,289010,2015/12,
(주)아이스크림에듀,289010,2016/12,
(주)아이스크림에듀,289010,2017/12,
(주)아이스크림에듀,289010,2018/12,0
(주)아이스크림에듀,289010,2019/12,0
(주)아이스크림에듀,289010,2020/12,11.53
(주)아이씨디,040910,2011/09,0
(주)아이씨디,040910,2012/09,8.33
(주)아이씨디,040910,2013/09,10.26
(주)아이씨디,040910,2014/09,-14.88
(주)아이씨디,040910,2015/09,-0.55
(주)아이씨디,040910,2016/12,0
(주)아이씨디,040910,2017/12,6.56
(주)아이씨디,040910,2018/12,-14.37
(주)아이씨디,040910,2019/12,-7.53
(주)아이씨디,040910,2020/12,9.63
(주)아이씨에이치,368600,2017/12,
(주)아이씨에이치,368600,2018/12,
(주)아이씨에이치,368600,2019/12,
(주)아이씨에이치,368600,2020/12,0
(주)아이앤씨테크놀로지,052860,2011/12,14.86
(주)아이앤씨테크놀로지,052860,2012/12,-3.53
(주)아이앤씨테크놀로지,052860,2013/12,58.54
(주)아이앤씨테크놀로지,052860,2014/12,-13.85
(주)아이앤씨테크놀로지,052860,2015/12,-13.39
(주)아이앤씨테크놀로지,052860,2016/12,-16.49
(주)아이앤씨테크놀로지,052860,2017/12,12.35
(주)아이앤씨테크놀로지,052860,2018/12,14.29
(주)아이앤씨테크놀로지,052860,2019/12,6.73
(주)아이앤씨테크놀로지,052860,2020/12,-14.41
(주)아이에스시,095340,2011/12,48
(주)아이에스시,095340,2012/12,61.08
(주)아이에스시,095340,2013/12,-0.34
(주)아이에스시,095340,2014/12,51.85
(주)아이에스시,095340,2015/12,-15.3
(주)아이에스시,095340,2016/12,29.58
(주)아이에스시,095340,2017/12,26.06
(주)아이에스시,095340,2018/12,21.96
(주)아이에스시,095340,2019/12,10.25
(주)아이에스시,095340,2020/12,-56.14
(주)아이에스이커머스,069920,2011/12,40.77
(주)아이에스이커머스,069920,2012/12,-28.42
(주)아이에스이커머스,069920,2013/12,-16.79
(주)아이에스이커머스,069920,2014/12,-31.19
(주)아이에스이커머스,069920,2015/12,5.33
(주)아이에스이커머스,069920,2016/12,-6.33
(주)아이에스이커머스,069920,2017/12,14.86
(주)아이에스이커머스,069920,2018/12,-25.88
(주)아이에스이커머스,069920,2019/12,3.17
(주)아이에스이커머스,069920,2020/12,-18.46
(주)아이에이,038880,2011/12,3.75
(주)아이에이,038880,2012/12,-25.9
(주)아이에이,038880,2013/12,-7.32
(주)아이에이,038880,2014/12,-11.4
(주)아이에이,038880,2015/12,-16.83
(주)아이에이,038880,2016/12,-8.33
(주)아이에이,038880,2017/12,0
(주)아이에이,038880,2018/12,-7.79
(주)아이에이,038880,2019/12,-15.49
(주)아이에이,038880,2020/12,-16.67
(주)아이에이치큐,003560,2011/12,4.49
(주)아이에이치큐,003560,2012/12,2.15
(주)아이에이치큐,003560,2013/12,-25.26
(주)아이에이치큐,003560,2014/12,11.27
(주)아이에이치큐,003560,2015/12,197.47
(주)아이에이치큐,003560,2016/12,0.85
(주)아이에이치큐,003560,2017/12,-6.33
(주)아이에이치큐,003560,2018/12,4.95
(주)아이에이치큐,003560,2019/12,6.87
(주)아이에이치큐,003560,2020/12,-13.65
(주)아이엘사이언스,122050,2016/12,
(주)아이엘사이언스,122050,2017/12,0
(주)아이엘사이언스,307180,2018/12,
(주)아이엘사이언스,122050,2018/12,0
(주)아이엘사이언스,307180,2019/12,0
(주)아이엘사이언스,307180,2020/12,3.92
(주)아이엠,101390,2011/12,8.6
(주)아이엠,101390,2012/12,8.91
(주)아이엠,101390,2013/12,11.82
(주)아이엠,101390,2014/12,9.76
(주)아이엠,101390,2015/12,0.74
(주)아이엠,101390,2016/12,-0.74
(주)아이엠,101390,2017/12,-2.96
(주)아이엠,101390,2018/12,-19.08
(주)아이엠,101390,2019/12,-17.92
(주)아이엠,101390,2020/12,-26.44
(주)아이엠비씨,052220,2011/12,6.32
(주)아이엠비씨,052220,2012/12,1.98
(주)아이엠비씨,052220,2013/12,7.77
(주)아이엠비씨,052220,2014/12,0
(주)아이엠비씨,052220,2015/12,8.11
(주)아이엠비씨,052220,2016/12,4.17
(주)아이엠비씨,052220,2017/12,-4
(주)아이엠비씨,052220,2018/12,-16.67
(주)아이엠비씨,052220,2019/12,-1
(주)아이엠비씨,052220,2020/12,-1.01
(주)아이오케이컴퍼니,078860,2011/12,-32.63
(주)아이오케이컴퍼니,078860,2012/12,1.56
(주)아이오케이컴퍼니,078860,2013/12,7.69
(주)아이오케이컴퍼니,078860,2014/12,-1.43
(주)아이오케이컴퍼니,078860,2015/12,1.45
(주)아이오케이컴퍼니,078860,2016/12,1.43
(주)아이오케이컴퍼니,078860,2017/12,14.08
(주)아이오케이컴퍼니,078860,2018/12,-40.74
(주)아이오케이컴퍼니,078860,2019/12,-22.92
(주)아이오케이컴퍼니,078860,2020/12,105.41
(주)아이윈,090150,2011/12,2.58
(주)아이윈,090150,2012/12,9.55
(주)아이윈,090150,2013/12,9.17
(주)아이윈,090150,2014/12,-7.56
(주)아이윈,090150,2015/12,-10
(주)아이윈,090150,2016/12,-4.55
(주)아이윈,090150,2017/12,-4.76
(주)아이윈,090150,2018/12,-20.56
(주)아이윈,090150,2019/12,-55.24
(주)아이윈,090150,2020/12,1.56
(주)아이윈플러스,123010,2011/12,
(주)아이윈플러스,123010,2012/12,
(주)아이윈플러스,123010,2013/12,
(주)아이윈플러스,123010,2014/12,0
(주)아이윈플러스,123010,2015/12,-20.52
(주)아이윈플러스,123010,2016/12,-23.08
(주)아이윈플러스,123010,2017/12,18.57
(주)아이윈플러스,123010,2018/12,-53.01
(주)아이윈플러스,123010,2019/12,-7.69
(주)아이윈플러스,123010,2020/12,8.33
(주)아이즈비전,031310,2011/12,-9.3
(주)아이즈비전,031310,2012/12,10.26
(주)아이즈비전,031310,2013/12,6.98
(주)아이즈비전,031310,2014/12,21.74
(주)아이즈비전,031310,2015/12,7.14
(주)아이즈비전,031310,2016/12,-16.67
(주)아이즈비전,031310,2017/12,6
(주)아이즈비전,031310,2018/12,-9.43
(주)아이즈비전,031310,2019/12,-4.17
(주)아이즈비전,031310,2020/12,10.87
(주)아이컴포넌트,059100,2011/12,10.17
(주)아이컴포넌트,059100,2012/12,-11.54
(주)아이컴포넌트,059100,2013/12,0.87
(주)아이컴포넌트,059100,2014/12,-18.1
(주)아이컴포넌트,059100,2015/12,16.84
(주)아이컴포넌트,059100,2016/12,8.11
(주)아이컴포넌트,059100,2017/12,-18.33
(주)아이컴포넌트,059100,2018/12,-17.35
(주)아이컴포넌트,059100,2019/12,0
(주)아이컴포넌트,059100,2020/12,7.41
(주)아이퀘스트,262840,2015/12,
(주)아이퀘스트,262840,2016/12,
(주)아이퀘스트,262840,2017/12,
(주)아이퀘스트,262840,2018/12,
(주)아이퀘스트,262840,2019/12,0
(주)아이퀘스트,262840,2020/12,0
(주)아이톡시,052770,2011/12,16.08
(주)아이톡시,052770,2012/12,-8.43
(주)아이톡시,052770,2013/12,13.16
(주)아이톡시,052770,2014/12,31.4
(주)아이톡시,052770,2015/12,-11.95
(주)아이톡시,052770,2016/12,33.17
(주)아이톡시,052770,2017/12,0.38
(주)아이톡시,052770,2018/12,-80.83
(주)아이톡시,052770,2019/12,-64.71
(주)아이톡시,052770,2020/12,-5.56
(주)아이티센,124500,2011/12,
(주)아이티센,124500,2013/03,0
(주)아이티센,124500,2014/03,0
(주)아이티센,124500,2015/03,101.5
(주)아이티센,124500,2016/12,0
(주)아이티센,124500,2017/12,-26.7
(주)아이티센,124500,2018/12,6.53
(주)아이티센,124500,2019/12,7.51
(주)아이티센,124500,2020/12,-16.36
(주)아이티아이즈,372800,2018/12,
(주)아이티아이즈,372800,2019/12,
(주)아이티아이즈,372800,2020/12,0
(주)아이티엑스에이아이,099520,2011/12,7.5
(주)아이티엑스에이아이,099520,2012/12,2.91
(주)아이티엑스에이아이,099520,2013/12,19.21
(주)아이티엑스에이아이,099520,2014/12,3.32
(주)아이티엑스에이아이,099520,2015/12,-28.9
(주)아이티엑스에이아이,099520,2016/12,-27.1
(주)아이티엑스에이아이,099520,2017/12,-6.19
(주)아이티엑스에이아이,099520,2018/12,14.15
(주)아이티엑스에이아이,099520,2019/12,0
(주)아이티엑스에이아이,099520,2020/12,16.53
(주)아이티엠반도체,084850,2011/12,0
(주)아이티엠반도체,084850,2012/12,0
(주)아이티엠반도체,084850,2013/12,0
(주)아이티엠반도체,084850,2014/12,0
(주)아이티엠반도체,084850,2015/12,0
(주)아이티엠반도체,084850,2016/12,0
(주)아이티엠반도체,084850,2017/12,0
(주)아이티엠반도체,084850,2018/12,0
(주)아이티엠반도체,084850,2019/12,0
(주)아이티엠반도체,084850,2020/12,18.43
(주)아이패밀리에스씨,114840,2011/12,
(주)아이패밀리에스씨,114840,2012/12,
(주)아이패밀리에스씨,114840,2013/12,
(주)아이패밀리에스씨,114840,2014/12,
(주)아이패밀리에스씨,114840,2015/12,
(주)아이패밀리에스씨,114840,2016/12,
(주)아이패밀리에스씨,114840,2017/12,
(주)아이패밀리에스씨,114840,2018/12,
(주)아이패밀리에스씨,114840,2019/12,
(주)아이패밀리에스씨,114840,2020/12,0
(주)아이팩토리,053810,2011/12,-29.08
(주)아이팩토리,053810,2012/12,-31
(주)아이팩토리,053810,2013/12,-31.88
(주)아이팩토리,053810,2014/12,-75.53
(주)아이팩토리,053810,2015/12,-17.39
(주)아인스엠앤엠,040740,2011/12,0
(주)아즈텍더블유비이,032080,2011/12,4.51
(주)아즈텍더블유비이,032080,2012/12,-9.35
(주)아즈텍더블유비이,032080,2013/12,1.59
(주)아즈텍더블유비이,032080,2014/12,1.56
(주)아즈텍더블유비이,032080,2015/12,2.31
(주)아즈텍더블유비이,032080,2016/12,-3.01
(주)아즈텍더블유비이,032080,2017/12,-5.43
(주)아즈텍더블유비이,032080,2018/12,-7.38
(주)아즈텍더블유비이,032080,2019/12,0
(주)아즈텍더블유비이,032080,2020/12,-21.24
(주)아진엑스텍,059120,2011/12,0
(주)아진엑스텍,059120,2012/12,0
(주)아진엑스텍,059120,2013/12,0
(주)아진엑스텍,059120,2014/12,13.51
(주)아진엑스텍,059120,2015/12,-3.57
(주)아진엑스텍,059120,2016/12,-4.94
(주)아진엑스텍,059120,2017/12,5.19
(주)아진엑스텍,059120,2018/12,0
(주)아진엑스텍,059120,2019/12,2.47
(주)아진엑스텍,059120,2020/12,-1.2
(주)아큐텍,013780,2011/12,-12.5
(주)아큐텍,013780,2012/12,-24.68
(주)아톤,158430,2013/12,0
(주)아톤,158430,2019/12,0
(주)아톤,158430,2020/12,8.7
(주)아프리카티비,067160,2011/12,-37.2
(주)아프리카티비,067160,2012/12,34.12
(주)아프리카티비,067160,2013/12,-2.12
(주)아프리카티비,067160,2014/12,5.05
(주)아프리카티비,067160,2015/12,32.65
(주)아프리카티비,067160,2016/12,13.21
(주)아프리카티비,067160,2017/12,7.55
(주)아프리카티비,067160,2018/12,-5.74
(주)아프리카티비,067160,2019/12,16.93
(주)아프리카티비,067160,2020/12,11.78
(주)안랩,053800,2011/12,20.14
(주)안랩,053800,2012/12,25.22
(주)안랩,053800,2013/12,0.7
(주)안랩,053800,2014/12,1.27
(주)안랩,053800,2015/12,5.71
(주)안랩,053800,2016/12,8.21
(주)안랩,053800,2017/12,5.39
(주)안랩,053800,2018/12,7.29
(주)안랩,053800,2019/12,4.77
(주)안랩,053800,2020/12,1.6
(주)안트로젠,065660,2014/12,0
(주)안트로젠,065660,2015/12,0
(주)안트로젠,065660,2016/12,10.71
(주)안트로젠,065660,2017/12,22.58
(주)안트로젠,065660,2018/12,10.53
(주)안트로젠,065660,2019/12,19.05
(주)안트로젠,065660,2020/12,16
(주)알로이스,271400,2015/12,
(주)알로이스,271400,2016/12,
(주)알로이스,271400,2017/12,
(주)알로이스,297570,2018/12,
(주)알로이스,271400,2018/12,0
(주)알로이스,297570,2019/12,0
(주)알로이스,297570,2020/12,21.43
(주)알루코,001780,2011/12,25.18
(주)알루코,001780,2012/12,-15.45
(주)알루코,001780,2013/12,-9.31
(주)알루코,001780,2014/12,-2.28
(주)알루코,001780,2015/12,22.96
(주)알루코,001780,2016/12,-14.24
(주)알루코,001780,2017/12,10.33
(주)알루코,001780,2018/12,-4.68
(주)알루코,001780,2019/12,-1.75
(주)알루코,001780,2020/12,-28.21
(주)알비더블유,361570,2017/12,
(주)알비더블유,361570,2018/12,
(주)알비더블유,361570,2019/12,0
(주)알비더블유,361570,2020/12,0
(주)알앤엘바이오,003190,2011/12,2.63
(주)알앤엘바이오,003190,2012/12,17.31
(주)알에프세미,096610,2011/12,5.6
(주)알에프세미,096610,2012/12,-14.77
(주)알에프세미,096610,2013/12,79.56
(주)알에프세미,096610,2014/12,-4.7
(주)알에프세미,096610,2015/12,-1.04
(주)알에프세미,096610,2016/12,8.4
(주)알에프세미,096610,2017/12,-0.48
(주)알에프세미,096610,2018/12,3.41
(주)알에프세미,096610,2019/12,-11.76
(주)알에프세미,096610,2020/12,-15.73
(주)알에프텍,061040,2011/12,32.97
(주)알에프텍,061040,2012/12,32.52
(주)알에프텍,061040,2013/12,-0.61
(주)알에프텍,061040,2014/12,-8.95
(주)알에프텍,061040,2015/12,-7.12
(주)알에프텍,061040,2016/12,-6.2
(주)알에프텍,061040,2017/12,-5.84
(주)알에프텍,061040,2018/12,-5.79
(주)알에프텍,061040,2019/12,20.61
(주)알에프텍,061040,2020/12,15.27
(주)알엔투테크놀로지,148250,2011/12,
(주)알엔투테크놀로지,148250,2012/12,
(주)알엔투테크놀로지,148250,2013/12,
(주)알엔투테크놀로지,148250,2014/12,-5.8
(주)알엔투테크놀로지,148250,2015/12,23.08
(주)알엔투테크놀로지,148250,2016/12,23.75
(주)알엔투테크놀로지,148250,2017/12,29.29
(주)알엔투테크놀로지,148250,2018/12,22.66
(주)알엔투테크놀로지,148250,2019/12,14.01
(주)알엔투테크놀로지,148250,2020/12,1.68
(주)알체라,347860,2019/12,
(주)알체라,347860,2020/12,0
(주)알테오젠,196170,2013/12,
(주)알테오젠,196170,2014/12,0
