회사명,거래소코드,회계년도,매출액(수익)(*)(IFRS),당기순이익(손실)(IFRS),* (정상)영업손익(보고서기재)(IFRS)
(주)딥노이드,315640,2018/12,,,
(주)딥노이드,315640,2019/12,235102,-1847344,-3903911
(주)딥노이드,315640,2020/12,1039945,-13599885,-5008774
(주)라닉스,317120,2018/12,9810741,660729,795922
(주)라닉스,317120,2019/12,9044034,-131591,-1874
(주)라닉스,317120,2020/12,9127006,-2279593,-1648312
(주)라온테크,232680,2011/12,,,
(주)라온테크,232680,2012/12,,,
(주)라온테크,232680,2013/12,,,
(주)라온테크,232680,2014/12,,,
(주)라온테크,232680,2015/12,,,
(주)라온테크,232680,2016/12,,,
(주)라온테크,232680,2017/12,,,
(주)라온테크,232680,2018/12,24340758,-248739,270842
(주)라온테크,232680,2019/12,12632424,-1431915,-1211469
(주)라온테크,232680,2020/12,18399628,844746,1054035
(주)라이온켐텍,171120,2011/12,80121191,9302521,12302765
(주)라이온켐텍,171120,2012/12,93342274,14826970,20141103
(주)라이온켐텍,171120,2013/12,103142696,14584543,18417050
(주)라이온켐텍,171120,2014/12,113997945,10037123,18225071
(주)라이온켐텍,171120,2015/12,115052995,17859987,21159304
(주)라이온켐텍,171120,2016/12,120686730,16538174,18730324
(주)라이온켐텍,171120,2017/12,131372664,3788088,8039825
(주)라이온켐텍,171120,2018/12,137943447,1880001,2807934
(주)라이온켐텍,171120,2019/12,156075491,10706648,11533135
(주)라이온켐텍,171120,2020/12,132570839,7703576,15860299
(주)라이트론,069540,2011/12,36933511,3481505,2934993
(주)라이트론,069540,2012/12,43488258,4763871,3215887
(주)라이트론,069540,2013/12,43062206,1688648,1085683
(주)라이트론,069540,2014/12,50353263,3029857,2491146
(주)라이트론,069540,2015/12,28443328,-4233261,-4846303
(주)라이트론,069540,2016/12,39484162,1530647,1437331
(주)라이트론,069540,2017/12,78298696,-1883700,2359712
(주)라이트론,069540,2018/12,33984112,-43286833,-1780269
(주)라이트론,069540,2019/12,110398230,3189837,25364249
(주)라이트론,069540,2020/12,17240472,-19273945,-19099637
(주)라이프시맨틱스,347700,2018/12,691045,-3699789,-2867171
(주)라이프시맨틱스,347700,2019/12,1161974,-3963391,-3578769
(주)라이프시맨틱스,347700,2020/12,2665429,-9308742,-3657770
(주)라파스,214260,2013/12,,,
(주)라파스,214260,2014/12,,,
(주)라파스,214260,2015/12,16358915,4446309,4914738
(주)라파스,214260,2016/12,9136428,195689,-852716
(주)라파스,214260,2017/12,6759888,-5865323,-4522916
(주)라파스,214260,2018/12,9725083,-3657262,-2925762
(주)라파스,214260,2019/12,17927889,133284,-185176
(주)라파스,214260,2020/12,14810931,-4567194,-4326565
(주)락앤락,115390,2011/12,214466442,14390940,12743424
(주)락앤락,115390,2012/12,171024165,7017597,-878640
(주)락앤락,115390,2013/12,187159149,7975350,4161665
(주)락앤락,115390,2014/12,194123190,21297835,2298470
(주)락앤락,115390,2015/12,183466673,16641590,1546983
(주)락앤락,115390,2016/12,204448546,60040867,12059436
(주)락앤락,115390,2017/12,163837004,40747516,3131274
(주)락앤락,115390,2018/12,141324139,-5415548,-5709498
(주)락앤락,115390,2019/12,203177827,16048808,-17249978
(주)락앤락,115390,2020/12,213217340,-10201386,-11291833
(주)래몽래인,200350,2012/12,,,
(주)래몽래인,200350,2013/12,,,
(주)래몽래인,200350,2014/12,,,
(주)래몽래인,200350,2015/12,,,
(주)래몽래인,200350,2016/12,14226365,1119531,964510
(주)래몽래인,200350,2017/12,18111970,-10638753,-9413503
(주)래몽래인,200350,2018/12,10915814,1329779,-1237478
(주)래몽래인,200350,2019/12,19755105,1446182,1258267
(주)래몽래인,200350,2020/12,34649031,3303577,3865630
(주)랩지노믹스,084650,2011/12,,,
(주)랩지노믹스,084650,2012/12,,,
(주)랩지노믹스,084650,2013/12,16967819,1259931,1562210
(주)랩지노믹스,084650,2014/12,23201044,2420131,2616324
(주)랩지노믹스,084650,2015/12,23589634,1626384,1032383
(주)랩지노믹스,084650,2016/12,24057330,723513,220037
(주)랩지노믹스,084650,2017/12,24806150,-3436502,-1421639
(주)랩지노믹스,084650,2018/12,27538727,-3972844,-2082164
(주)랩지노믹스,084650,2019/12,33175359,962422,1082182
(주)랩지노믹스,084650,2020/12,119368629,43066735,55287548
(주)러셀,217500,2015/12,,,
(주)러셀,217500,2016/12,,,
(주)러셀,217500,2017/12,,,
(주)러셀,217500,2018/12,31261482,41422,5688213
(주)러셀,217500,2019/12,41027041,4208125,4937176
(주)러셀,217500,2020/12,29129701,2103110,3233764
(주)레고켐바이오사이언스,141080,2011/12,78887,-3070135,-2940985
(주)레고켐바이오사이언스,141080,2012/12,744280,-2674458,-3251665
(주)레고켐바이오사이언스,141080,2013/12,839825,-5835328,-6259744
(주)레고켐바이오사이언스,141080,2014/12,870054,-8685694,-8457033
(주)레고켐바이오사이언스,141080,2015/12,1788475,-8237360,-8048858
(주)레고켐바이오사이언스,141080,2016/12,15773980,-14146046,-9277176
(주)레고켐바이오사이언스,141080,2017/12,20876265,-8292905,-8099206
(주)레고켐바이오사이언스,141080,2018/12,22884676,-24897430,-13941025
(주)레고켐바이오사이언스,141080,2019/12,54521912,16003664,11811719
(주)레고켐바이오사이언스,141080,2020/12,49393702,-6986261,-29761761
(주)레드로버,060300,2011/12,31267795,-2735324,3989785
(주)레드로버,060300,2012/12,17653673,-10460456,-5066939
(주)레드로버,060300,2013/12,33133113,2194102,5491249
(주)레드로버,060300,2014/12,55507516,2245888,8963502
(주)레드로버,060300,2015/12,38571359,-7242387,-2101696
(주)레드로버,060300,2016/12,41895953,1528727,2295329
(주)레드로버,060300,2017/12,35652535,-9091706,-3613710
(주)레드로버,060300,2018/12,12275976,-48552400,-23842603
(주)레드로버,060300,2019/12,9240374,-96861395,-41216351
(주)레드로버,060300,2020/12,11409131,1465590,848074
(주)레드캡투어,038390,2011/12,138906369,19296113,29313732
(주)레드캡투어,038390,2012/12,155827868,14917273,23798373
(주)레드캡투어,038390,2013/12,175598085,15808570,24002021
(주)레드캡투어,038390,2014/12,193039613,16885900,26436982
(주)레드캡투어,038390,2015/12,205077598,13909541,23023125
(주)레드캡투어,038390,2016/12,233478442,11466583,20644546
(주)레드캡투어,038390,2017/12,260002195,8633096,19572994
(주)레드캡투어,038390,2018/12,254173145,14128215,25511273
(주)레드캡투어,038390,2019/12,250695393,21518592,34629623
(주)레드캡투어,038390,2020/12,223607042,11181081,20252968
(주)레몬,294140,2014/12,272327,-6345484,-6343291
(주)레몬,294140,2015/12,1720327,-6452230,-6059759
(주)레몬,294140,2016/12,1919793,-11172992,-5137104
(주)레몬,294140,2017/12,40329366,8680975,6652781
(주)레몬,294140,2018/12,31437598,-2377219,-319511
(주)레몬,294140,2019/12,49653530,-9270788,-7860613
(주)레몬,294140,2020/12,80146793,12457254,16154821
(주)레이,228670,2014/12,,,
(주)레이,228670,2015/12,,,
(주)레이,228670,2016/12,26060517,2514500,2120919
(주)레이,228670,2017/12,30751476,2288379,3112709
(주)레이,228670,2018/12,47565271,6779473,7568053
(주)레이,228670,2019/12,64544473,11479305,12943789
(주)레이,228670,2020/12,47098331,6691716,3230195
(주)레이언스,228850,2011/12,23967192,1365126,1260605
(주)레이언스,228850,2012/12,47508072,2872849,4846157
(주)레이언스,228850,2013/12,67115855,18416864,7088254
(주)레이언스,228850,2014/12,75387787,2827286,10540172
(주)레이언스,228850,2015/12,82208685,14174263,19212921
(주)레이언스,228850,2016/12,91088958,15338223,18642088
(주)레이언스,228850,2017/12,95339722,15511036,18392068
(주)레이언스,228850,2018/12,104485862,19536109,23962016
(주)레이언스,228850,2019/12,106382013,17386040,26334715
(주)레이언스,228850,2020/12,87104380,-5983714,11709827
(주)레이크머티리얼즈,281740,2017/12,,,
(주)레이크머티리얼즈,281740,2018/12,,,
(주)레이크머티리얼즈,281740,2019/12,,,
(주)레이크머티리얼즈,281740,2020/12,46500976,1958654,4540413
(주)레인보우로보틱스,277810,2017/12,4103518,715817,1037510
(주)레인보우로보틱스,277810,2018/12,1051439,-3278314,-3290788
(주)레인보우로보틱스,277810,2019/12,1693984,-5497206,-5399715
(주)레인보우로보틱스,277810,2020/12,5426967,-1406107,-1345466
(주)렉스엘이앤지,004790,2011/12,20014889,207736,1058454
(주)렉스엘이앤지,004790,2012/12,3667230,-19146842,-8430780
(주)렉스엘이앤지,004790,2013/12,1512024,-4425570,-4630016
(주)로보로보,215100,2015/12,,,
(주)로보로보,215100,2016/12,,,
(주)로보로보,215100,2017/12,12480408,-1114407,1745005
(주)로보로보,215100,2018/12,14681307,2555385,2715663
(주)로보로보,215100,2019/12,11262334,1090473,572099
(주)로보로보,215100,2020/12,4386164,-2952979,-1578931
(주)로보스타,090360,2011/12,93766706,6055151,5859025
(주)로보스타,090360,2012/12,68971371,-3773374,-3233587
(주)로보스타,090360,2013/12,97191676,1102050,1936448
(주)로보스타,090360,2014/12,90917148,2408941,2296709
(주)로보스타,090360,2015/12,129317220,9912074,10314350
(주)로보스타,090360,2016/12,150596909,6647009,6647436
(주)로보스타,090360,2017/12,204857292,7526296,10721470
(주)로보스타,090360,2018/12,189700329,-2484707,2094289
(주)로보스타,090360,2019/12,170632097,-4703596,-6054005
(주)로보스타,090360,2020/12,130207961,-14965974,-11477540
(주)로보티즈,108490,2012/12,10103501,2034060,2393693
(주)로보티즈,108490,2013/12,11518204,1778860,1637951
(주)로보티즈,108490,2014/12,11837907,513730,529368
(주)로보티즈,108490,2015/12,13561017,1579398,1589243
(주)로보티즈,108490,2016/12,15542578,2209133,2108798
(주)로보티즈,108490,2017/12,17913609,1781178,1418544
(주)로보티즈,108490,2018/12,24098201,2821981,2738073
(주)로보티즈,108490,2019/12,22704394,2257230,1165413
(주)로보티즈,108490,2020/12,17014598,-800778,-2374491
(주)로지시스,067730,2011/12,,,
(주)로지시스,067730,2012/12,,,
(주)로지시스,067730,2013/12,31976312,1666730,1937461
(주)로지시스,067730,2014/12,32026270,1745316,1914417
(주)로지시스,067730,2015/12,34569077,603200,501515
(주)로지시스,067730,2016/12,35938672,582732,511870
(주)로지시스,067730,2017/12,40858179,664509,627402
(주)로지시스,067730,2018/12,40026290,741696,724996
(주)로지시스,067730,2019/12,33448153,-994711,435804
(주)로지시스,067730,2020/12,32853347,463946,407999
(주)로케트전기,000420,2011/12,85732938,-2730135,235197
(주)로케트전기,000420,2012/12,81370729,-12610473,-5767874
(주)로케트전기,000420,2013/12,67896037,-23982232,-9216957
(주)롯데미도파,004010,2011/12,405798425,47428547,63032002
(주)루닛,328130,2019/12,198403,-46968466,-11594851
(주)루닛,328130,2020/12,1430042,-83731620,-20942737
(주)루멘스,038060,2011/12,339508875,14664997,16124606
(주)루멘스,038060,2012/12,487412741,17312338,26051670
(주)루멘스,038060,2013/12,603278016,32210593,50808916
(주)루멘스,038060,2014/12,500434061,9708378,17916233
(주)루멘스,038060,2015/12,398884217,-10609635,1578522
(주)루멘스,038060,2016/12,349411876,-6804663,1261035
(주)루멘스,038060,2017/12,293386042,-14851401,-14677383
(주)루멘스,038060,2018/12,155418796,-25489821,-21385470
(주)루멘스,038060,2019/12,140695879,-55560680,-40081159
(주)루멘스,038060,2020/12,135925054,-11061724,-2684981
(주)루트로닉,085370,2011/12,41002923,1793413,2296854
(주)루트로닉,085370,2012/12,44076997,1005714,826254
(주)루트로닉,085370,2013/12,51126336,745908,1683142
(주)루트로닉,085370,2014/12,63814398,5201836,6171058
(주)루트로닉,085370,2015/12,71009371,8093638,7983545
(주)루트로닉,085370,2016/12,81033015,13197840,14316832
(주)루트로닉,085370,2017/12,80153135,3950525,7483688
(주)루트로닉,085370,2018/12,86000503,855688,3062729
(주)루트로닉,085370,2019/12,98650924,-20169,5365301
(주)루트로닉,085370,2020/12,91877576,-50359362,-3389344
(주)룩손에너지홀딩스,033550,2011/12,33974566,2899957,4507762
(주)룩손에너지홀딩스,033550,2012/12,14088080,-10073431,435250
(주)룽투코리아,060240,2011/12,17940815,-5361698,-4966246
(주)룽투코리아,060240,2012/12,22365673,-1109183,971899
(주)룽투코리아,060240,2013/12,18199282,-780123,-485672
(주)룽투코리아,060240,2014/12,12896431,-2476287,-1765665
(주)룽투코리아,060240,2015/12,15151219,12817368,-2711837
(주)룽투코리아,060240,2016/12,56370155,-427835,3562273
(주)룽투코리아,060240,2017/12,39011730,-20163479,115470
(주)룽투코리아,060240,2018/12,34464503,9944483,1679210
(주)룽투코리아,060240,2019/12,29017327,10186236,-1036570
(주)룽투코리아,060240,2020/12,51380810,3390014,2142770
(주)리노스,039980,2011/12,72102757,5608502,7616009
(주)리노스,039980,2012/12,103885376,6384642,7806403
(주)리노스,039980,2013/12,81149579,2812068,4340611
(주)리노스,039980,2014/12,91252167,4040737,6588006
(주)리노스,039980,2015/12,93896431,15122663,7137162
(주)리노스,039980,2016/12,96635024,3024766,4307168
(주)리노스,039980,2017/12,89707798,4275044,3540541
(주)리노스,039980,2018/12,71640318,2284245,1634796
(주)리노스,039980,2019/12,81276664,-77023,61305
(주)리노스,039980,2020/12,85635009,-6445250,-5808406
(주)리더스코스메틱,016100,2011/12,45125421,14805643,352907
(주)리더스코스메틱,016100,2012/12,53980976,-2918186,780501
(주)리더스코스메틱,016100,2013/12,63465563,-4544184,587072
(주)리더스코스메틱,016100,2014/12,109983526,14987864,19455279
(주)리더스코스메틱,016100,2015/12,158739343,21937170,31615447
(주)리더스코스메틱,016100,2016/12,114166773,4348019,16300282
(주)리더스코스메틱,016100,2017/12,65416964,-5573819,1904942
(주)리더스코스메틱,016100,2018/12,78695637,-10602374,-7333152
(주)리더스코스메틱,016100,2019/12,39573883,-53482607,-26387212
(주)리더스코스메틱,016100,2020/12,32439834,-5393302,-10377948
(주)리드,197210,2011/12,,,
(주)리드,197210,2012/12,,,
(주)리드,197210,2013/12,36645797,1039734,3255568
(주)리드,197210,2014/12,40483442,2003555,1729192
(주)리드,197210,2015/12,42616506,1559810,1704087
(주)리드,197210,2016/12,35359539,259029,686416
(주)리드,197210,2017/12,37357618,-22499024,-10003913
(주)리드,197210,2018/12,32067167,-11176319,2407393
(주)리드,197210,2019/12,16811323,-48959706,-5777279
(주)리드코프,012700,2011/12,214783920,23849341,31994561
(주)리드코프,012700,2012/12,244069783,25731571,34787084
(주)리드코프,012700,2013/12,255555026,30716070,39839308
(주)리드코프,012700,2014/12,314666467,33762263,43293226
(주)리드코프,012700,2015/12,322346288,33950049,44234941
(주)리드코프,012700,2016/12,376994270,26339882,41679166
(주)리드코프,012700,2017/12,371171513,29065989,38735373
(주)리드코프,012700,2018/12,391229511,23551046,34413940
(주)리드코프,012700,2019/12,430997607,30144347,40506194
(주)리드코프,012700,2020/12,321046580,30744061,41088748
(주)리메드,302550,2016/12,,,
(주)리메드,302550,2017/12,,,
(주)리메드,302550,2018/12,8003940,-7380777,-836184
(주)리메드,302550,2019/12,18550238,4363103,4287510
(주)리메드,302550,2020/12,16633019,-1635080,1792246
(주)리파인,377450,2016/12,,,
(주)리파인,377450,2017/12,,,
(주)리파인,377450,2018/12,,,
(주)리파인,377450,2019/12,,,
(주)리파인,377450,2020/12,54163513,16037587,20232921
(주)링네트,042500,2011/12,70494235,2034834,3691949
(주)링네트,042500,2012/12,77393809,4093406,4068325
(주)링네트,042500,2013/12,95728777,5597354,5606750
(주)링네트,042500,2014/12,113708706,4888093,5862021
(주)링네트,042500,2015/12,98900545,4019456,3750728
(주)링네트,042500,2016/12,125794858,3316404,4526623
(주)링네트,042500,2017/12,146033757,4638184,5190501
(주)링네트,042500,2018/12,137188238,3384874,3829649
(주)링네트,042500,2019/12,130579734,7273077,7211229
(주)링네트,042500,2020/12,146692148,6768765,6959077
(주)링크제니시스,219420,2014/12,,,
(주)링크제니시스,219420,2015/12,9037769,940108,1030310
(주)링크제니시스,219420,2016/12,10194510,1830965,1687973
(주)링크제니시스,219420,2017/12,11793696,2710325,3557735
(주)링크제니시스,219420,2018/12,11528946,2331643,2501937
(주)링크제니시스,219420,2019/12,11010719,774464,1341682
(주)링크제니시스,219420,2020/12,12855273,579525,3242167
(주)마니커,027740,2011/12,313093727,-3077037,1939716
(주)마니커,027740,2012/12,290691836,-17395381,-13948348
(주)마니커,027740,2013/12,278039028,1040432,-1517803
(주)마니커,027740,2014/12,285890648,-17242953,-10570698
(주)마니커,027740,2015/12,276989990,-12395477,-9735882
(주)마니커,027740,2016/12,216301455,1862326,-4741410
(주)마니커,027740,2017/12,237728962,-14676858,116683
(주)마니커,027740,2018/12,269905593,-11765715,565829
(주)마니커,027740,2019/12,242241036,-17490185,-14673175
(주)마니커,027740,2020/12,215406025,-35053705,-30845117
(주)마니커에프앤지,195500,2011/12,,,
(주)마니커에프앤지,195500,2012/12,,,
(주)마니커에프앤지,195500,2013/12,,,
(주)마니커에프앤지,195500,2014/12,,,
(주)마니커에프앤지,195500,2015/12,,,
(주)마니커에프앤지,195500,2016/12,,,
(주)마니커에프앤지,195500,2017/12,85864305,1388682,2278057
(주)마니커에프앤지,195500,2018/12,99418999,4077092,6216764
(주)마니커에프앤지,195500,2019/12,99832950,2944573,4373751
(주)마니커에프앤지,195500,2020/12,92297704,3300386,3702176
(주)마이스코,088700,2011/12,121087968,-12438088,-5657296
(주)마이스코,088700,2012/12,117430615,-26063529,-16591691
(주)마이크로디지탈,305090,2017/12,4554064,270224,492741
(주)마이크로디지탈,305090,2018/12,4723394,-1656522,-1226974
(주)마이크로디지탈,305090,2019/12,3926071,-6297073,-6371186
(주)마이크로디지탈,305090,2020/12,2290187,-10468629,-10510885
(주)마이크로컨텍솔루션,098120,2011/12,27052583,4954537,5708843
(주)마이크로컨텍솔루션,098120,2012/12,28127306,5361334,5759643
(주)마이크로컨텍솔루션,098120,2013/12,30787365,5636932,5987231
(주)마이크로컨텍솔루션,098120,2014/12,44070552,9127139,10713461
(주)마이크로컨텍솔루션,098120,2015/12,34465921,4044196,4577669
(주)마이크로컨텍솔루션,098120,2016/12,25634601,802236,367532
(주)마이크로컨텍솔루션,098120,2017/12,25294173,-3573020,-212430
(주)마이크로컨텍솔루션,098120,2018/12,24600590,-4398531,-2371423
(주)마이크로컨텍솔루션,098120,2019/12,34266457,878277,779701
(주)마이크로컨텍솔루션,098120,2020/12,38530109,1119465,1586191
(주)마이크로프랜드,147760,2011/12,,,
(주)마이크로프랜드,147760,2012/12,,,
(주)마이크로프랜드,147760,2013/12,49706873,1019883,5283216
(주)마이크로프랜드,147760,2014/12,53435093,4869821,7564880
(주)마이크로프랜드,147760,2015/12,36554673,2265294,2496762
(주)마이크로프랜드,147760,2016/12,44775162,4652618,5408191
(주)마이크로프랜드,147760,2017/12,50189558,5509396,6302635
(주)마이크로프랜드,147760,2018/12,40562200,-1865836,-3067390
(주)마이크로프랜드,147760,2019/12,36672298,-4637509,-2765560
(주)마이크로프랜드,147760,2020/12,51025387,6438053,4936766
(주)마인즈랩,377480,2017/12,,,
(주)마인즈랩,377480,2018/12,,,
(주)마인즈랩,377480,2019/12,,,
(주)마인즈랩,377480,2020/12,8285546,-20475380,-3584248
(주)마크로젠,038290,2011/12,30736857,2657788,2683210
(주)마크로젠,038290,2012/12,42806129,3491251,5358807
(주)마크로젠,038290,2013/12,47514356,7348720,4414083
(주)마크로젠,038290,2014/12,51810894,4028823,3417736
(주)마크로젠,038290,2015/12,64926683,7379932,4642423
(주)마크로젠,038290,2016/12,67660472,5126676,3597304
(주)마크로젠,038290,2017/12,71459329,17924048,2583160
(주)마크로젠,038290,2018/12,84732068,4734517,4739553
(주)마크로젠,038290,2019/12,90977359,9706533,3538049
(주)마크로젠,038290,2020/12,90534090,2847298,3889945
(주)만도,204320,2014/12,1047182206,36077948,12523229
(주)만도,204320,2015/12,3094153877,45951494,62788896
(주)만도,204320,2016/12,3141618835,50391128,59880644
(주)만도,204320,2017/12,3095560472,-86036976,-72983598
(주)만도,204320,2018/12,3108352389,58025113,94174119
(주)만도,204320,2019/12,3323374073,85989917,144922486
(주)만도,204320,2020/12,3009765572,20679047,-10675618
(주)매직마이크로,127160,2011/12,,,
(주)매직마이크로,127160,2012/12,,,
(주)매직마이크로,127160,2013/12,,,
(주)매직마이크로,127160,2014/12,,,
(주)매직마이크로,127160,2015/12,62158796,1966001,807711
(주)매직마이크로,127160,2016/12,66119094,-3694784,-4179566
(주)매직마이크로,127160,2017/12,63906772,-1616545,-366395
(주)매직마이크로,127160,2018/12,65992112,-9503187,198537
(주)매직마이크로,127160,2019/12,54356941,-27582633,-5339952
(주)매직마이크로,127160,2020/12,17121982,-33472237,-8133219
(주)매커스,093520,2011/12,48898267,3903254,5012228
(주)매커스,093520,2012/12,48789563,4132218,3946748
(주)매커스,093520,2013/12,63465495,4703350,5923686
(주)매커스,093520,2014/12,61548766,5463365,7422314
(주)매커스,093520,2015/12,65002712,5440330,7206481
(주)매커스,093520,2016/12,64169757,3443076,6308539
(주)매커스,093520,2017/12,83872865,5933865,10454267
(주)매커스,093520,2018/12,86558400,9429844,12943025
(주)매커스,093520,2019/12,55004160,5157809,6045156
(주)매커스,093520,2020/12,80180784,7689119,9328942
(주)맥스트,377030,2020/12,1982672,-8920975,-2515364
(주)머큐리,100590,2011/12,63911759,-1851403,-1413536
(주)머큐리,100590,2012/12,80650735,1382117,920267
(주)머큐리,100590,2013/12,104727860,2222575,2786182
(주)머큐리,100590,2014/12,79404579,1147893,1459305
(주)머큐리,100590,2015/12,92817992,-916457,-1093235
(주)머큐리,100590,2016/12,121072102,2013669,2544335
(주)머큐리,100590,2017/12,138329548,4442895,7545051
(주)머큐리,100590,2018/12,133892278,13576766,10153711
(주)머큐리,100590,2019/12,111047785,2332193,2103746
(주)머큐리,100590,2020/12,117810009,8210372,3356756
(주)멀티캠퍼스,067280,2011/12,63127891,5179130,3820746
(주)멀티캠퍼스,067280,2012/12,79540610,4943266,4725109
(주)멀티캠퍼스,067280,2013/12,102524559,5672513,5340304
(주)멀티캠퍼스,067280,2014/12,121912113,10540134,11789322
(주)멀티캠퍼스,067280,2015/12,125745183,9957305,11132875
(주)멀티캠퍼스,067280,2016/12,176065301,12401679,17170075
(주)멀티캠퍼스,067280,2017/12,190763666,11365429,14176577
(주)멀티캠퍼스,067280,2018/12,228543701,16424013,20700882
(주)멀티캠퍼스,067280,2019/12,274956298,17310464,22516356
(주)멀티캠퍼스,067280,2020/12,250840574,10599484,13903405
(주)메드팩토,235980,2018/12,0,-37577760,-10162029
(주)메드팩토,235980,2019/12,0,-13515613,-13238449
(주)메드팩토,235980,2020/12,0,-25352139,-27799946
(주)메디아나,041920,2011/12,,,
(주)메디아나,041920,2012/12,,,
(주)메디아나,041920,2013/12,33262348,3037623,3566720
(주)메디아나,041920,2014/12,38060451,3651544,4298197
(주)메디아나,041920,2015/12,46143178,7033679,7883333
(주)메디아나,041920,2016/12,52366919,8433197,8753884
(주)메디아나,041920,2017/12,51225192,4223189,6217786
(주)메디아나,041920,2018/12,45946514,4085321,3735645
(주)메디아나,041920,2019/12,47894112,6709278,7659970
(주)메디아나,041920,2020/12,67137354,11089550,15472053
(주)메디콕스,054180,2011/06,21843054,-13482057,2395496
(주)메디콕스,054180,2012/06,27318618,-6760543,-4241121
(주)메디콕스,054180,2013/06,20449829,5902253,2346052
(주)메디콕스,054180,2014/06,20290011,1692071,2473553
(주)메디콕스,054180,2015/06,17800884,3610555,1232439
(주)메디콕스,054180,2016/06,19522154,1034068,1877132
(주)메디콕스,054180,2017/06,16025310,-12945187,-237932
(주)메디콕스,054180,2018/06,13971223,-1784025,-862807
(주)메디콕스,054180,2019/06,25161937,-2385338,628282
(주)메디콕스,054180,2020/12,16190178,-8788023,-4294897
(주)메디톡스,086900,2011/12,21704289,7371928,7948960
(주)메디톡스,086900,2012/12,36262447,15436738,17034630
(주)메디톡스,086900,2013/12,34180801,12228521,13956622
(주)메디톡스,086900,2014/12,69492205,42580998,48330848
(주)메디톡스,086900,2015/12,80144045,40042958,48798121
(주)메디톡스,086900,2016/12,121761686,58025455,72995596
(주)메디톡스,086900,2017/12,167864736,69985099,86061194
(주)메디톡스,086900,2018/12,186434369,64477638,77052944
(주)메디톡스,086900,2019/12,181011435,20580562,17982360
(주)메디톡스,086900,2020/12,123329298,-28240850,-36062589
(주)메디프론디비티,065650,2011/12,13231774,684158,681143
(주)메디프론디비티,065650,2012/12,8833483,-2148757,-2184762
(주)메디프론디비티,065650,2013/12,11326202,-2015059,-1641837
(주)메디프론디비티,065650,2014/12,5407343,-8502442,-2631219
(주)메디프론디비티,065650,2015/12,8215260,-1707931,252734
(주)메디프론디비티,065650,2016/12,13096877,-3961206,-495966
(주)메디프론디비티,065650,2017/12,20910434,-11451807,480995
(주)메디프론디비티,065650,2018/12,19889604,-5563102,-1570272
(주)메디프론디비티,065650,2019/12,17412906,-1778874,-2161742
(주)메디프론디비티,065650,2020/12,31414836,-3521169,-2164891
(주)메지온,140410,2011/12,5066518,3204275,2793527
(주)메지온,140410,2012/12,8592283,2384646,1680498
(주)메지온,140410,2013/12,4402241,-830752,-2472531
(주)메지온,140410,2014/12,4454555,-2567821,-4916395
(주)메지온,140410,2015/12,14926336,4222557,-2733008
(주)메지온,140410,2016/12,11940967,-12984661,3283997
(주)메지온,140410,2017/12,5585880,-14881752,-3256843
(주)메지온,140410,2018/12,19087500,-16724317,-5437285
(주)메지온,140410,2019/12,18930988,-22472032,-5578085
(주)메지온,140410,2020/12,28634181,-16760456,448120
(주)메카로,241770,2011/12,,,
(주)메카로,241770,2012/12,,,
(주)메카로,241770,2013/12,,,
(주)메카로,241770,2014/12,23489260,349012,614157
(주)메카로,241770,2015/12,35194174,4120945,5593829
(주)메카로,241770,2016/12,48134322,2925743,3098844
(주)메카로,241770,2017/12,106038329,32175526,43388489
(주)메카로,241770,2018/12,100492185,28769929,33741806
(주)메카로,241770,2019/12,72451879,8230069,9772810
(주)메카로,241770,2020/12,71443494,-1073936,6114552
(주)메타랩스,090370,2011/12,130127435,762384,4495126
(주)메타랩스,090370,2012/12,121930756,-30954688,-7050973
(주)메타랩스,090370,2013/12,110401670,-12792139,1071187
(주)메타랩스,090370,2014/12,96384812,-1208956,346015
(주)메타랩스,090370,2015/12,82648101,-36255148,-25434451
(주)메타랩스,090370,2016/12,67249668,-39905816,-32062116
(주)메타랩스,090370,2017/12,27205729,-34788494,-15564604
(주)메타랩스,090370,2018/12,18522860,-11630728,-11991186
(주)메타랩스,090370,2019/12,22113084,-25737744,-4385526
(주)메타랩스,090370,2020/12,23795590,-15549066,-1028638
(주)메타바이오메드,059210,2011/12,25201037,1734508,3562864
(주)메타바이오메드,059210,2012/12,28956292,2384500,3838166
(주)메타바이오메드,059210,2013/12,33684241,2834517,3830264
(주)메타바이오메드,059210,2014/12,35475661,1165973,2114982
(주)메타바이오메드,059210,2015/12,40585519,805653,6365945
(주)메타바이오메드,059210,2016/12,41268230,638900,5163936
(주)메타바이오메드,059210,2017/12,44185868,-3896803,6799409
(주)메타바이오메드,059210,2018/12,46872147,757691,3868711
(주)메타바이오메드,059210,2019/12,52545143,4904591,4428394
(주)메타바이오메드,059210,2020/12,41840591,-4449364,3080952
(주)멕아이씨에스,058110,2015/12,9002910,2596952,-432529
(주)멕아이씨에스,058110,2016/12,7946574,-1343130,-1001339
(주)멕아이씨에스,058110,2017/12,8514960,-1307476,-495734
(주)멕아이씨에스,058110,2018/12,7711557,-2809419,-1426092
(주)멕아이씨에스,058110,2019/12,9685767,-1000344,386216
(주)멕아이씨에스,058110,2020/12,64051626,24439848,30878260
(주)멜파스,096640,2011/12,256242465,14908432,14576878
(주)멜파스,096640,2012/12,383271287,13895564,23839059
(주)멜파스,096640,2013/12,794289409,-16076041,3189652
(주)멜파스,096640,2014/12,271876244,-27548993,-21457122
