회사명,거래소코드,회계년도,매출액(수익)(*)(IFRS연결),* (정상)영업손익(보고서기재)(IFRS연결),당기순이익(손실)(IFRS연결)
(주)디와이디,219550,2016/12,,,
(주)디와이디,219550,2017/12,,,
(주)디와이디,219550,2018/12,,,
(주)디와이디,219550,2019/12,48109003,-1762020,-2888567
(주)디와이디,219550,2020/12,30388158,-8546042,-10667511
(주)디이엔티,079810,2011/12,,,
(주)디이엔티,079810,2012/12,,,
(주)디이엔티,079810,2013/12,,,
(주)디이엔티,079810,2014/12,25084836,-2632978,-2187461
(주)디이엔티,079810,2015/12,47963195,2841602,3705449
(주)디이엔티,079810,2016/12,45512487,-5997326,-5961423
(주)디이엔티,079810,2017/12,180427567,2575960,3077776
(주)디이엔티,079810,2018/12,74958203,-11927153,-11330232
(주)디이엔티,079810,2019/12,29668977,-6453854,-7152406
(주)디이엔티,079810,2020/12,23016088,-6201866,-9817976
(주)디지아이,043360,2011/12,,,
(주)디지아이,043360,2012/12,,,
(주)디지아이,043360,2013/12,,,
(주)디지아이,043360,2014/12,25893556,24529,1557299
(주)디지아이,043360,2015/12,,,
(주)디지아이,043360,2016/12,,,
(주)디지아이,043360,2017/12,,,
(주)디지아이,043360,2018/12,,,
(주)디지아이,043360,2019/12,,,
(주)디지아이,043360,2020/12,,,
(주)디지캡,197140,2012/12,,,
(주)디지캡,197140,2013/12,,,
(주)디지캡,197140,2014/12,,,
(주)디지캡,197140,2015/12,,,
(주)디지캡,197140,2016/12,,,
(주)디지캡,197140,2017/12,,,
(주)디지캡,197140,2018/12,,,
(주)디지캡,197140,2019/12,23851999,679894,1177494
(주)디지캡,197140,2020/12,32928711,2242790,1325173
(주)디지털대성,068930,2011/12,,,
(주)디지털대성,068930,2012/12,,,
(주)디지털대성,068930,2013/12,,,
(주)디지털대성,068930,2014/12,,,
(주)디지털대성,068930,2015/12,60225882,5973446,5363617
(주)디지털대성,068930,2016/12,83509558,7898180,7979841
(주)디지털대성,068930,2017/12,89840128,10007834,8260611
(주)디지털대성,068930,2018/12,106906093,12604179,9853176
(주)디지털대성,068930,2019/12,140630621,21090277,18980099
(주)디지털대성,068930,2020/12,148450628,14211309,10859584
(주)디지텍시스템스,091690,2011/12,138561739,7315643,4947595
(주)디지텍시스템스,091690,2012/12,,,
(주)디지텍시스템스,091690,2013/12,,,
(주)디지틀조선일보,033130,2011/12,41082372,3985830,4169607
(주)디지틀조선일보,033130,2012/12,42238388,5529331,6408924
(주)디지틀조선일보,033130,2013/12,39763158,4090797,4222671
(주)디지틀조선일보,033130,2014/12,34085791,3391383,3586897
(주)디지틀조선일보,033130,2015/12,35093099,3716900,5003365
(주)디지틀조선일보,033130,2016/12,39134399,4637268,4656305
(주)디지틀조선일보,033130,2017/12,39512311,5435360,5300249
(주)디지틀조선일보,033130,2018/12,39679633,6363294,5140110
(주)디지틀조선일보,033130,2019/12,33842796,2936471,3463027
(주)디지틀조선일보,033130,2020/12,30361096,1459673,1833292
(주)디케이앤디,263020,2011/12,,,
(주)디케이앤디,263020,2012/12,,,
(주)디케이앤디,263020,2013/12,,,
(주)디케이앤디,263020,2014/12,,,
(주)디케이앤디,263020,2015/12,51792994,2033129,1428175
(주)디케이앤디,263020,2016/12,48159363,2610439,-286639
(주)디케이앤디,263020,2017/12,52107582,3751926,1562408
(주)디케이앤디,263020,2018/12,54765341,3685808,3731735
(주)디케이앤디,263020,2019/12,59822274,2954715,2829968
(주)디케이앤디,263020,2020/12,70766476,5112755,3572416
(주)디케이티,290550,2015/12,,,
(주)디케이티,290550,2016/12,146470487,2403930,1924798
(주)디케이티,290550,2017/12,278842683,14080278,10887124
(주)디케이티,290550,2018/12,240165625,8680459,-1680585
(주)디케이티,290550,2019/12,337722378,12886302,7942696
(주)디케이티,290550,2020/12,346146179,14471535,10822106
(주)디티앤씨,187220,2011/12,,,
(주)디티앤씨,187220,2012/12,,,
(주)디티앤씨,187220,2013/12,,,
(주)디티앤씨,187220,2014/12,,,
(주)디티앤씨,187220,2015/12,31787850,2821082,3596494
(주)디티앤씨,187220,2016/12,40391906,3061984,2407706
(주)디티앤씨,187220,2017/12,49819705,5566574,4091811
(주)디티앤씨,187220,2018/12,59585468,4018141,1669283
(주)디티앤씨,187220,2019/12,73787518,357236,-4250363
(주)디티앤씨,187220,2020/12,84437232,-158539,-5198118
(주)디피앤케이,189700,2012/12,,,
(주)디피앤케이,189700,2013/12,,,
(주)디피앤케이,189700,2014/12,12465523,1805607,1347088
(주)디피앤케이,189700,2015/12,,,
(주)디피앤케이,189700,2016/12,,,
(주)딜리,131180,2011/12,28938214,3655910,3982515
(주)딜리,131180,2012/12,32942064,2885149,3456126
(주)딜리,131180,2013/12,32786658,2525478,3201439
(주)딜리,131180,2014/12,33956365,2473613,3423501
(주)딜리,131180,2015/12,42510672,5137259,5645457
(주)딜리,131180,2016/12,38637658,3742386,4134825
(주)딜리,131180,2017/12,50899907,2467274,2541071
(주)딜리,131180,2018/12,43828703,94871,2556101
(주)딜리,131180,2019/12,40486467,814493,2092005
(주)딜리,131180,2020/12,27680416,907275,-560736
(주)딥노이드,315640,2017/12,,,
(주)딥노이드,315640,2018/12,,,
(주)딥노이드,315640,2019/12,,,
(주)딥노이드,315640,2020/12,,,
(주)라닉스,317120,2018/12,,,
(주)라닉스,317120,2019/12,,,
(주)라닉스,317120,2020/12,,,
(주)라온테크,232680,2011/12,,,
(주)라온테크,232680,2012/12,,,
(주)라온테크,232680,2013/12,,,
(주)라온테크,232680,2014/12,,,
(주)라온테크,232680,2015/12,,,
(주)라온테크,232680,2016/12,,,
(주)라온테크,232680,2017/12,,,
(주)라온테크,232680,2018/12,,,
(주)라온테크,232680,2019/12,,,
(주)라온테크,232680,2020/12,,,
(주)라이온켐텍,171120,2011/12,,,
(주)라이온켐텍,171120,2012/12,,,
(주)라이온켐텍,171120,2013/12,,,
(주)라이온켐텍,171120,2014/12,,,
(주)라이온켐텍,171120,2015/12,,,
(주)라이온켐텍,171120,2016/12,,,
(주)라이온켐텍,171120,2017/12,,,
(주)라이온켐텍,171120,2018/12,,,
(주)라이온켐텍,171120,2019/12,,,
(주)라이온켐텍,171120,2020/12,,,
(주)라이트론,069540,2011/12,37556589,4379141,4826225
(주)라이트론,069540,2012/12,44020565,3746495,5318762
(주)라이트론,069540,2013/12,43728305,1632441,2477636
(주)라이트론,069540,2014/12,51695398,2529823,3224103
(주)라이트론,069540,2015/12,29687771,-5043859,-4386330
(주)라이트론,069540,2016/12,41502263,573489,525386
(주)라이트론,069540,2017/12,82344246,123579,-3042593
(주)라이트론,069540,2018/12,37937437,-3479553,-40865539
(주)라이트론,069540,2019/12,112769838,25711047,3379374
(주)라이트론,069540,2020/12,19643286,-18896141,-19589882
(주)라이프시맨틱스,347700,2018/12,,,
(주)라이프시맨틱스,347700,2019/12,,,
(주)라이프시맨틱스,347700,2020/12,,,
(주)라파스,214260,2013/12,,,
(주)라파스,214260,2014/12,,,
(주)라파스,214260,2015/12,16463705,4923013,4438531
(주)라파스,214260,2016/12,9442220,-836134,206889
(주)라파스,214260,2017/12,6937222,-4569225,-5549226
(주)라파스,214260,2018/12,10051484,-3813248,-4240510
(주)라파스,214260,2019/12,18168040,-433078,184359
(주)라파스,214260,2020/12,17861722,-4276297,-4628442
(주)락앤락,115390,2011/12,476113628,73156006,50564938
(주)락앤락,115390,2012/12,508424574,72099858,59832017
(주)락앤락,115390,2013/12,501727736,70897914,45035794
(주)락앤락,115390,2014/12,421611592,27318270,14976132
(주)락앤락,115390,2015/12,407085372,35327470,12548486
(주)락앤락,115390,2016/12,425063515,60230446,46975527
(주)락앤락,115390,2017/12,417407199,51558031,34933560
(주)락앤락,115390,2018/12,434348760,36527720,30432116
(주)락앤락,115390,2019/12,485992891,24316195,16377108
(주)락앤락,115390,2020/12,501984851,28927883,11755551
(주)래몽래인,200350,2012/12,,,
(주)래몽래인,200350,2013/12,,,
(주)래몽래인,200350,2014/12,,,
(주)래몽래인,200350,2015/12,,,
(주)래몽래인,200350,2016/12,14194032,524195,648488
(주)래몽래인,200350,2017/12,18121989,-8263439,-10213110
(주)래몽래인,200350,2018/12,11039402,-1325393,1274770
(주)래몽래인,200350,2019/12,20001511,1292585,1473923
(주)래몽래인,200350,2020/12,34650307,3697051,3152803
(주)랩지노믹스,084650,2011/12,,,
(주)랩지노믹스,084650,2012/12,,,
(주)랩지노믹스,084650,2013/12,,,
(주)랩지노믹스,084650,2014/12,,,
(주)랩지노믹스,084650,2015/12,,,
(주)랩지노믹스,084650,2016/12,,,
(주)랩지노믹스,084650,2017/12,,,
(주)랩지노믹스,084650,2018/12,,,
(주)랩지노믹스,084650,2019/12,,,
(주)랩지노믹스,084650,2020/12,119478054,54906104,42763534
(주)러셀,217500,2015/12,,,
(주)러셀,217500,2016/12,,,
(주)러셀,217500,2017/12,,,
(주)러셀,217500,2018/12,,,
(주)러셀,217500,2019/12,,,
(주)러셀,217500,2020/12,34464114,2712565,1671081
(주)레고켐바이오사이언스,141080,2011/12,,,
(주)레고켐바이오사이언스,141080,2012/12,,,
(주)레고켐바이오사이언스,141080,2013/12,,,
(주)레고켐바이오사이언스,141080,2014/12,,,
(주)레고켐바이오사이언스,141080,2015/12,1788475,-8048860,-8237360
(주)레고켐바이오사이언스,141080,2016/12,16655492,-10172814,-14724669
(주)레고켐바이오사이언스,141080,2017/12,22056558,-9842081,-12933665
(주)레고켐바이오사이언스,141080,2018/12,25240302,-15977964,-26072683
(주)레고켐바이오사이언스,141080,2019/12,57500139,8416842,12475508
(주)레고켐바이오사이언스,141080,2020/12,,,
(주)레드로버,060300,2011/12,,,
(주)레드로버,060300,2012/12,,,
(주)레드로버,060300,2013/12,,,
(주)레드로버,060300,2014/12,,,
(주)레드로버,060300,2015/12,38580776,-2565162,-8949074
(주)레드로버,060300,2016/12,41898015,1859712,709286
(주)레드로버,060300,2017/12,35653276,-3997337,-10607049
(주)레드로버,060300,2018/12,12275976,-24026184,-49940729
(주)레드로버,060300,2019/12,12084598,-41340698,-93252771
(주)레드로버,060300,2020/12,14896326,97696,1123099
(주)레드캡투어,038390,2011/12,139511147,29328685,19299419
(주)레드캡투어,038390,2012/12,156534570,23868119,15129627
(주)레드캡투어,038390,2013/12,176273369,24066836,15853757
(주)레드캡투어,038390,2014/12,193722057,26516089,16885950
(주)레드캡투어,038390,2015/12,205761800,23034641,13834934
(주)레드캡투어,038390,2016/12,233962102,20621276,11401753
(주)레드캡투어,038390,2017/12,260448023,19605472,8555788
(주)레드캡투어,038390,2018/12,254944030,25471280,14077599
(주)레드캡투어,038390,2019/12,258761857,34971516,22234639
(주)레드캡투어,038390,2020/12,229489417,20097142,11093919
(주)레몬,294140,2014/12,,,
(주)레몬,294140,2015/12,,,
(주)레몬,294140,2016/12,,,
(주)레몬,294140,2017/12,,,
(주)레몬,294140,2018/12,,,
(주)레몬,294140,2019/12,,,
(주)레몬,294140,2020/12,,,
(주)레이,228670,2014/12,,,
(주)레이,228670,2015/12,,,
(주)레이,228670,2016/12,26499279,1324926,1713021
(주)레이,228670,2017/12,32929248,1945977,1154196
(주)레이,228670,2018/12,51533645,6047779,5251390
(주)레이,228670,2019/12,73108726,12860996,11555269
(주)레이,228670,2020/12,55204787,4580605,7903630
(주)레이언스,228850,2011/12,,,
(주)레이언스,228850,2012/12,,,
(주)레이언스,228850,2013/12,69182651,7120819,18433934
(주)레이언스,228850,2014/12,77943410,11066584,3217076
(주)레이언스,228850,2015/12,86609301,19746131,14481565
(주)레이언스,228850,2016/12,98457314,17975800,14666168
(주)레이언스,228850,2017/12,106517566,17299393,14396760
(주)레이언스,228850,2018/12,116389469,21220313,15566221
(주)레이언스,228850,2019/12,126174798,22835774,13826669
(주)레이언스,228850,2020/12,101523891,8435682,-4076791
(주)레이크머티리얼즈,281740,2017/12,,,
(주)레이크머티리얼즈,281740,2018/12,,,
(주)레이크머티리얼즈,281740,2019/12,,,
(주)레이크머티리얼즈,281740,2020/12,46487352,4654366,1981149
(주)레인보우로보틱스,277810,2017/12,4169681,883647,646276
(주)레인보우로보틱스,277810,2018/12,1051439,-3343673,-3245157
(주)레인보우로보틱스,277810,2019/12,1693984,-5402275,-5497775
(주)레인보우로보틱스,277810,2020/12,5426967,-1348800,-1406792
(주)렉스엘이앤지,004790,2011/12,25594528,1107313,165696
(주)렉스엘이앤지,004790,2012/12,8117267,-15968840,-18920190
(주)렉스엘이앤지,004790,2013/12,2971050,-5855552,-4528065
(주)로보로보,215100,2015/12,,,
(주)로보로보,215100,2016/12,,,
(주)로보로보,215100,2017/12,14369133,1754203,-1114407
(주)로보로보,215100,2018/12,17320271,2734518,2555385
(주)로보로보,215100,2019/12,13825738,116190,1088824
(주)로보로보,215100,2020/12,4842599,-2558792,-3051953
(주)로보스타,090360,2011/12,96836013,6117576,6278376
(주)로보스타,090360,2012/12,71634123,-2726855,-3384764
(주)로보스타,090360,2013/12,103380119,2056762,1108040
(주)로보스타,090360,2014/12,97019458,2009791,1891467
(주)로보스타,090360,2015/12,135790834,9978172,9341915
(주)로보스타,090360,2016/12,151727888,6752790,6786443
(주)로보스타,090360,2017/12,206521699,10461861,7478064
(주)로보스타,090360,2018/12,193174244,2242546,-1194092
(주)로보스타,090360,2019/12,177224395,-6889907,-4513023
(주)로보스타,090360,2020/12,133875964,-11961705,-13225545
(주)로보티즈,108490,2012/12,10215164,2271287,1939108
(주)로보티즈,108490,2013/12,11939070,1565700,1700311
(주)로보티즈,108490,2014/12,,,
(주)로보티즈,108490,2015/12,,,
(주)로보티즈,108490,2016/12,,,
(주)로보티즈,108490,2017/12,,,
(주)로보티즈,108490,2018/12,24266778,1750453,2363346
(주)로보티즈,108490,2019/12,25231157,1681774,2481001
(주)로보티즈,108490,2020/12,19231375,-1764339,-137894
(주)로지시스,067730,2011/12,,,
(주)로지시스,067730,2012/12,,,
(주)로지시스,067730,2013/12,,,
(주)로지시스,067730,2014/12,,,
(주)로지시스,067730,2015/12,,,
(주)로지시스,067730,2016/12,,,
(주)로지시스,067730,2017/12,,,
(주)로지시스,067730,2018/12,,,
(주)로지시스,067730,2019/12,,,
(주)로지시스,067730,2020/12,,,
(주)로케트전기,000420,2011/12,98090668,247968,-4505876
(주)로케트전기,000420,2012/12,89629118,-13496706,-19995208
(주)로케트전기,000420,2013/12,78711631,-9711257,-3183285
(주)롯데미도파,004010,2011/12,,,
(주)루닛,328130,2019/12,198403,-11598330,-46971944
(주)루닛,328130,2020/12,1430042,-20950548,-83739430
(주)루멘스,038060,2011/12,344858086,26397908,21901563
(주)루멘스,038060,2012/12,494993284,31570292,19535845
(주)루멘스,038060,2013/12,614155062,52502668,32418843
(주)루멘스,038060,2014/12,524481150,20077720,11741932
(주)루멘스,038060,2015/12,425616476,6144903,-7928527
(주)루멘스,038060,2016/12,402840610,5244862,-6229836
(주)루멘스,038060,2017/12,361567289,-9209649,1165674
(주)루멘스,038060,2018/12,325834561,-20383165,-31484982
(주)루멘스,038060,2019/12,323587779,-39217867,-61111244
(주)루멘스,038060,2020/12,331648260,-13700987,-28308304
(주)루트로닉,085370,2011/12,41972163,-1818783,-2437207
(주)루트로닉,085370,2012/12,46126812,35389,40902
(주)루트로닉,085370,2013/12,52199655,1055410,-689094
(주)루트로닉,085370,2014/12,65077842,2785194,869609
(주)루트로닉,085370,2015/12,72091947,5266823,5259335
(주)루트로닉,085370,2016/12,84496686,6674118,5301821
(주)루트로닉,085370,2017/12,85772314,-2825953,-7003472
(주)루트로닉,085370,2018/12,92141601,-12366512,-15375356
(주)루트로닉,085370,2019/12,115684801,-8476926,-11540733
(주)루트로닉,085370,2020/12,115564615,6210149,-15367159
(주)룩손에너지홀딩스,033550,2011/12,66451023,2417992,724845
(주)룩손에너지홀딩스,033550,2012/12,40490853,-4557366,-9963115
(주)룽투코리아,060240,2011/12,21050152,-7607049,-8040075
(주)룽투코리아,060240,2012/12,24727729,985840,847430
(주)룽투코리아,060240,2013/12,18467429,-1142541,-1413528
(주)룽투코리아,060240,2014/12,12942824,-2186333,-3007655
(주)룽투코리아,060240,2015/12,15367184,-2561864,808326
(주)룽투코리아,060240,2016/12,71454495,6785571,1899496
(주)룽투코리아,060240,2017/12,52432864,-43830,-36640517
(주)룽투코리아,060240,2018/12,57526531,3676450,21507233
(주)룽투코리아,060240,2019/12,30101838,-3098015,1636986
(주)룽투코리아,060240,2020/12,52118583,194947,2862505
(주)리노스,039980,2011/12,,,
(주)리노스,039980,2012/12,,,
(주)리노스,039980,2013/12,,,
(주)리노스,039980,2014/12,104952315,8628174,5830511
(주)리노스,039980,2015/12,,,
(주)리노스,039980,2016/12,100299628,4112642,2825505
(주)리노스,039980,2017/12,101491526,3840326,4975237
(주)리노스,039980,2018/12,71640318,1617419,2177007
(주)리노스,039980,2019/12,81286180,-320792,-442556
(주)리노스,039980,2020/12,85842921,-6189068,-5749778
(주)리더스코스메틱,016100,2011/12,,,
(주)리더스코스메틱,016100,2012/12,,,
(주)리더스코스메틱,016100,2013/12,73092610,2207982,-2181617
(주)리더스코스메틱,016100,2014/12,120038942,22147754,17080071
(주)리더스코스메틱,016100,2015/12,172780393,34435499,8900792
(주)리더스코스메틱,016100,2016/12,181307216,19441286,7723802
(주)리더스코스메틱,016100,2017/12,139934810,-256037,-7918235
(주)리더스코스메틱,016100,2018/12,139186289,-13630276,-13738957
(주)리더스코스메틱,016100,2019/12,95635456,-27824270,-57757716
(주)리더스코스메틱,016100,2020/12,93719510,-11683480,17055779
(주)리드,197210,2011/12,,,
(주)리드,197210,2012/12,,,
(주)리드,197210,2013/12,,,
(주)리드,197210,2014/12,40483442,1659684,1934490
(주)리드,197210,2015/12,42616506,1670449,1526145
(주)리드,197210,2016/12,35384906,644548,362667
(주)리드,197210,2017/12,37357618,-10388490,-22499932
(주)리드,197210,2018/12,32781295,-954092,-14489733
(주)리드,197210,2019/12,18396311,-6612441,-49236982
(주)리드코프,012700,2011/12,216473826,31800995,23656740
(주)리드코프,012700,2012/12,264874134,36877888,26059321
(주)리드코프,012700,2013/12,284260380,45280593,34870001
(주)리드코프,012700,2014/12,349175824,49916159,38984077
(주)리드코프,012700,2015/12,371855076,53062308,40838326
(주)리드코프,012700,2016/12,438470616,51092878,32986732
(주)리드코프,012700,2017/12,442470050,47314284,36218497
(주)리드코프,012700,2018/12,464040182,44888465,31992581
(주)리드코프,012700,2019/12,495358851,53883905,40586229
(주)리드코프,012700,2020/12,373200179,60086162,45873179
(주)리메드,302550,2016/12,,,
(주)리메드,302550,2017/12,,,
(주)리메드,302550,2018/12,,,
(주)리메드,302550,2019/12,,,
(주)리메드,302550,2020/12,16633019,1683851,-1833714
(주)리파인,377450,2016/12,,,
(주)리파인,377450,2017/12,,,
(주)리파인,377450,2018/12,,,
(주)리파인,377450,2019/12,,,
(주)리파인,377450,2020/12,54163513,20232921,16067183
(주)링네트,042500,2011/12,71792624,3853010,2155388
(주)링네트,042500,2012/12,78764753,4097252,4134959
(주)링네트,042500,2013/12,97061951,5673382,5638569
(주)링네트,042500,2014/12,114686036,6098268,5100607
(주)링네트,042500,2015/12,100240895,4075783,3946454
(주)링네트,042500,2016/12,128940792,4683172,3274605
(주)링네트,042500,2017/12,148506989,5202413,4706149
(주)링네트,042500,2018/12,137560878,4069975,3490102
(주)링네트,042500,2019/12,131919333,7023527,7022815
(주)링네트,042500,2020/12,149460916,7352789,7576531
(주)링크제니시스,219420,2014/12,,,
(주)링크제니시스,219420,2015/12,9022990,1048721,937729
(주)링크제니시스,219420,2016/12,10194510,1652305,1758422
(주)링크제니시스,219420,2017/12,11793696,3518220,2713735
(주)링크제니시스,219420,2018/12,11631823,2346693,2196294
(주)링크제니시스,219420,2019/12,11404801,1030927,571790
(주)링크제니시스,219420,2020/12,12876501,2813161,514413
(주)마니커,027740,2011/12,370785440,4897767,-1853585
(주)마니커,027740,2012/12,360006903,-13544908,-21091877
(주)마니커,027740,2013/12,351803102,-190791,-2496187
(주)마니커,027740,2014/12,339887726,-8991384,-18487178
(주)마니커,027740,2015/12,274546428,-9723894,-13911049
(주)마니커,027740,2016/12,229830938,-3494772,1147289
(주)마니커,027740,2017/12,254619690,6942654,-10326698
(주)마니커,027740,2018/12,269057963,460032,-11226394
(주)마니커,027740,2019/12,241679713,-15030597,-17510236
(주)마니커,027740,2020/12,214794627,-30941490,-35169678
(주)마니커에프앤지,195500,2011/12,,,
(주)마니커에프앤지,195500,2012/12,,,
(주)마니커에프앤지,195500,2013/12,,,
(주)마니커에프앤지,195500,2014/12,,,
(주)마니커에프앤지,195500,2015/12,,,
(주)마니커에프앤지,195500,2016/12,,,
(주)마니커에프앤지,195500,2017/12,,,
(주)마니커에프앤지,195500,2018/12,,,
(주)마니커에프앤지,195500,2019/12,,,
(주)마니커에프앤지,195500,2020/12,,,
(주)마이스코,088700,2011/12,,,
(주)마이스코,088700,2012/12,,,
(주)마이크로디지탈,305090,2017/12,,,
(주)마이크로디지탈,305090,2018/12,,,
(주)마이크로디지탈,305090,2019/12,,,
(주)마이크로디지탈,305090,2020/12,,,
(주)마이크로컨텍솔루션,098120,2011/12,,,
(주)마이크로컨텍솔루션,098120,2012/12,28127306,5753652,5355107
(주)마이크로컨텍솔루션,098120,2013/12,31206298,5944040,5427369
(주)마이크로컨텍솔루션,098120,2014/12,45732510,10445107,8300078
(주)마이크로컨텍솔루션,098120,2015/12,35793920,4060177,3319138
(주)마이크로컨텍솔루션,098120,2016/12,27223309,-647163,-249973
(주)마이크로컨텍솔루션,098120,2017/12,27006640,-1785617,-3856013
(주)마이크로컨텍솔루션,098120,2018/12,25683997,-3535073,-4497585
(주)마이크로컨텍솔루션,098120,2019/12,34428727,671642,831947
(주)마이크로컨텍솔루션,098120,2020/12,39274890,1654133,1120574
(주)마이크로프랜드,147760,2011/12,,,
(주)마이크로프랜드,147760,2012/12,,,
(주)마이크로프랜드,147760,2013/12,,,
(주)마이크로프랜드,147760,2014/12,,,
(주)마이크로프랜드,147760,2015/12,,,
(주)마이크로프랜드,147760,2016/12,,,
(주)마이크로프랜드,147760,2017/12,,,
(주)마이크로프랜드,147760,2018/12,,,
(주)마이크로프랜드,147760,2019/12,,,
(주)마이크로프랜드,147760,2020/12,,,
(주)마인즈랩,377480,2017/12,,,
(주)마인즈랩,377480,2018/12,,,
(주)마인즈랩,377480,2019/12,,,
(주)마인즈랩,377480,2020/12,11291766,-4051575,-20385918
(주)마크로젠,038290,2011/12,32381716,4364447,3139405
(주)마크로젠,038290,2012/12,44129398,5187527,3423726
(주)마크로젠,038290,2013/12,48078047,3567625,6453015
(주)마크로젠,038290,2014/12,54129741,2600560,3033254
(주)마크로젠,038290,2015/12,79533908,4166608,10082586
(주)마크로젠,038290,2016/12,91113058,3141294,4427339
(주)마크로젠,038290,2017/12,101792522,3019234,9275218
(주)마크로젠,038290,2018/12,110298578,2102736,2623162
(주)마크로젠,038290,2019/12,122252823,719925,-13383141
(주)마크로젠,038290,2020/12,112603454,7161768,87875404
(주)만도,204320,2014/12,1721436297,79261382,47893248
(주)만도,204320,2015/12,5299190814,265644608,129573846
(주)만도,204320,2016/12,5866371813,305005412,210079642
(주)만도,204320,2017/12,5684704725,83526493,18250869
(주)만도,204320,2018/12,5664832721,197410787,112927633
(주)만도,204320,2019/12,5981877182,218566073,118239649
(주)만도,204320,2020/12,5563504492,88701331,13861438
(주)매직마이크로,127160,2011/12,,,
(주)매직마이크로,127160,2012/12,,,
(주)매직마이크로,127160,2013/12,,,
(주)매직마이크로,127160,2014/12,,,
(주)매직마이크로,127160,2015/12,65348347,-1177541,-2371499
(주)매직마이크로,127160,2016/12,64824128,-6109976,-6505969
(주)매직마이크로,127160,2017/12,77652131,-3384794,-4593098
(주)매직마이크로,127160,2018/12,80032261,398036,-4127270
(주)매직마이크로,127160,2019/12,73799745,-8471761,-15717101
(주)매직마이크로,127160,2020/12,48977947,-13000203,-46940833
(주)매커스,093520,2011/12,49722631,3547440,2430639
(주)매커스,093520,2012/12,50142337,4199618,4205737
(주)매커스,093520,2013/12,64629648,5884968,4505956
(주)매커스,093520,2014/12,63536014,7212114,5101809
(주)매커스,093520,2015/12,73526239,6730889,4767075
(주)매커스,093520,2016/12,67725370,3489840,1565743
(주)매커스,093520,2017/12,87364783,10986360,9067458
(주)매커스,093520,2018/12,89614543,12947921,9306838
(주)매커스,093520,2019/12,57482392,5948930,4801714
(주)매커스,093520,2020/12,86913047,9461969,8085709
(주)맥스트,377030,2020/12,,,
(주)머큐리,100590,2011/12,,,
(주)머큐리,100590,2012/12,,,
(주)머큐리,100590,2013/12,,,
(주)머큐리,100590,2014/12,,,
(주)머큐리,100590,2015/12,,,
(주)머큐리,100590,2016/12,,,
(주)머큐리,100590,2017/12,,,
(주)머큐리,100590,2018/12,,,
(주)머큐리,100590,2019/12,,,
(주)머큐리,100590,2020/12,,,
(주)멀티캠퍼스,067280,2011/12,,,
(주)멀티캠퍼스,067280,2012/12,80439537,4660787,9024094
(주)멀티캠퍼스,067280,2013/12,108636224,6061501,6302290
(주)멀티캠퍼스,067280,2014/12,128578627,11729238,10397582
(주)멀티캠퍼스,067280,2015/12,135575460,11941341,10492708
(주)멀티캠퍼스,067280,2016/12,186478433,17830239,12902319
(주)멀티캠퍼스,067280,2017/12,201225659,15107677,12434563
(주)멀티캠퍼스,067280,2018/12,240025980,21830440,17552175
(주)멀티캠퍼스,067280,2019/12,288001022,24178088,18906590
(주)멀티캠퍼스,067280,2020/12,260018565,13721746,9947438
(주)메드팩토,235980,2018/12,,,
(주)메드팩토,235980,2019/12,,,
(주)메드팩토,235980,2020/12,,,
(주)메디아나,041920,2011/12,,,
(주)메디아나,041920,2012/12,,,
(주)메디아나,041920,2013/12,33670766,3706829,3208633
(주)메디아나,041920,2014/12,38355794,4276428,3629242
(주)메디아나,041920,2015/12,46739957,7923780,7083466
(주)메디아나,041920,2016/12,53394731,8574930,7954662
(주)메디아나,041920,2017/12,52362747,6181919,4004511
(주)메디아나,041920,2018/12,46826224,3474699,3240775
(주)메디아나,041920,2019/12,48399859,7701724,6745157
(주)메디아나,041920,2020/12,67519209,15655288,11241412
(주)메디콕스,054180,2011/06,,,
(주)메디콕스,054180,2012/06,,,
(주)메디콕스,054180,2013/06,,,
(주)메디콕스,054180,2014/06,,,
(주)메디콕스,054180,2015/06,,,
(주)메디콕스,054180,2016/06,,,
(주)메디콕스,054180,2017/06,,,
(주)메디콕스,054180,2018/06,,,
(주)메디콕스,054180,2019/06,25225051,-488876,-2640021
(주)메디콕스,054180,2020/12,16190178,-4334769,-8582864
(주)메디톡스,086900,2011/12,,,
(주)메디톡스,086900,2012/12,,,
(주)메디톡스,086900,2013/12,39141030,16755930,14303536
(주)메디톡스,086900,2014/12,75892308,49957666,43627868
(주)메디톡스,086900,2015/12,88505438,51662322,42292785
(주)메디톡스,086900,2016/12,133255671,75171895,59231020
(주)메디톡스,086900,2017/12,181239191,90159568,73166705
(주)메디톡스,086900,2018/12,205444935,85485442,69765654
(주)메디톡스,086900,2019/12,205900276,25688754,25563083
(주)메디톡스,086900,2020/12,140827515,-37069535,-30038851
(주)메디프론디비티,065650,2011/12,,,
(주)메디프론디비티,065650,2012/12,,,
(주)메디프론디비티,065650,2013/12,,,
(주)메디프론디비티,065650,2014/12,,,
(주)메디프론디비티,065650,2015/12,,,
(주)메디프론디비티,065650,2016/12,,,
(주)메디프론디비티,065650,2017/12,,,
(주)메디프론디비티,065650,2018/12,,,
(주)메디프론디비티,065650,2019/12,,,
(주)메디프론디비티,065650,2020/12,31414836,-2164891,-3521169
(주)메지온,140410,2011/12,,,
(주)메지온,140410,2012/12,,,
(주)메지온,140410,2013/12,,,
(주)메지온,140410,2014/12,,,
(주)메지온,140410,2015/12,,,
